Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Kim S., Mollet J.-C., Dong J., Zhang K., Park S.-Y., Lord E.M.","Chemocyanin, a small basic protein from the lily stigma, induces pollen tube chemotropism",2003,Proceedings of the National Academy of Sciences of the United States of America,100,26,,16125,16130,,159,10.1073/pnas.2533800100,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346734107&doi=10.1073%2fpnas.2533800100&partnerID=40&md5=060b72e9ee713a3091d5f061bcd9b8ea,"Center for Plant Cell Biology, Dept. of Botany and Plant Sciences, University of California, Riverside, CA 92521, United States; Mass Spectrometry Facility, Department of Chemistry, University of California, Riverside, CA 92521, United States; Lab. de Glycobiologie/Physiol. Veg., Faculté Jean Perrin, Université d'Artois, Rue Souvraz, 62307 Lens Cedex, France","Kim, S., Center for Plant Cell Biology, Dept. of Botany and Plant Sciences, University of California, Riverside, CA 92521, United States; Mollet, J.-C., Center for Plant Cell Biology, Dept. of Botany and Plant Sciences, University of California, Riverside, CA 92521, United States, Lab. de Glycobiologie/Physiol. Veg., Faculté Jean Perrin, Université d'Artois, Rue Souvraz, 62307 Lens Cedex, France; Dong, J., Center for Plant Cell Biology, Dept. of Botany and Plant Sciences, University of California, Riverside, CA 92521, United States; Zhang, K., Mass Spectrometry Facility, Department of Chemistry, University of California, Riverside, CA 92521, United States; Park, S.-Y., Center for Plant Cell Biology, Dept. of Botany and Plant Sciences, University of California, Riverside, CA 92521, United States; Lord, E.M., Center for Plant Cell Biology, Dept. of Botany and Plant Sciences, University of California, Riverside, CA 92521, United States","In plant reproduction, pollination is an essential process that delivers the sperm through specialized extracellular matrices (ECM) of the pistil to the ovule. Although specific mechanisms of guidance for pollen tubes through the pistil are not known, the female tissues play a critical role in this event. Many studies have documented the existence of diffusible chemotropic factors in the lily stigma that can induce pollen tube chemotropism in vitro, but no molecules have been isolated to date. In this study, we identified a chemotropic compound from the stigma by use of biochemical methods. We purified a lily stigma protein that is active in an in vitro chemotropism assay by using cation exchange, gel filtration, and HPLC. Tryptic digestion of the protein yielded peptides that identified the protein as a plantacyanin (basic blue protein), and this was confirmed by cloning the cDNA from the lily stigma. Plantacyanins are small cell wall proteins of unknown function. The measured molecular mass by electrospray ionization ion source MS is 9,898 Da, and the molecular mass of the mature protein (calculated from the cDNA) is 9,900.2 Da. Activity of the lily plantacyanin (named chemocyanin) is enhanced in the presence of stigma/stylar cysteine-rich adhesin, previously identified as a pollen tube adhesin in the lily style.",,Article,,Scopus,2-s2.0-0346734107
"Isshiki S., Taura T.",Fertility restoration of hybrids between Solanum melongena L. and S. aethiopicum L. Gilo Group by chromosome doubling and cytoplasmic effect on pollen fertility,2003,Euphytica,134,2,,195,201,,11,10.1023/B:EUPH.0000003883.39440.6d,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345149309&doi=10.1023%2fB%3aEUPH.0000003883.39440.6d&partnerID=40&md5=0a9922047d462d371ef299dc36c9a122,"Faculty of Agriculture, Saga University, Saga 840-8502, Japan","Isshiki, S., Faculty of Agriculture, Saga University, Saga 840-8502, Japan; Taura, T., Faculty of Agriculture, Saga University, Saga 840-8502, Japan","Reproductive fertility traits were studied in the reciprocal hybrids of the eggplant (Solanum melongena L.) and S. aethiopicum L. Gilo Group, and in synthetic amphidiploids to discover whether fertility in these reciprocal hybrids was restored by chromosome doubling. Isozyme and RAPD analyses confirmed hybridity of the hybrids and amphidiploids. Analyses of chloroplast and mitochondrial DNAs confirmed that the cytoplasm of each of the hybrids and amphidiploids was from the maternal parent. Pollen sterility of S. melongena x S. aethiopicum Gilo Group [F1 (Mel x Aet)] was restored by chromosome doubling, while the reciprocal hybrid S. aethiopicum Gilo Group x S. melongena [F1 (Aet x Mel)] and its amphidiploid did not produce any pollen grains; their microspores degenerated without being released from tetrads. Hence the cytoplasm of S. aethiopicum Gilo Group seems to be responsible for their pollen-non-formation type sterility of the hybrid. Both the F1 hybrids did not set any fruits by either selfing or backcrossing, while their amphidiploids set fruits after pollinating with pollen from the amphidiploid of F1 (Mel x Aet). Seeds obtained from both the amphidiploids germinated normally. Chromosome doubling has been effective in restoring fertility of the hybrids.",Amphidiploid; Cytoplasm; Fertility; Hybrids; Solanum aethiopicum; Solanum melongena,Article,,Scopus,2-s2.0-0345149309
"Da Silva R.M., Bandel G., Martins P.S.",Mating system in an experimental garden composed of cassava (Manihot esculenta Crantz) ethnovarieties,2003,Euphytica,134,2,,127,135,,20,10.1023/B:EUPH.0000003644.60126.4a,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345581176&doi=10.1023%2fB%3aEUPH.0000003644.60126.4a&partnerID=40&md5=870ef601da0dac44d70ed480ebd5469e,"Department of Genetics, USP/ESALQ, C.P. 83, CEP: 13400-970, Piracicaba, SP, Brazil; Department of Genetics, USP/ESALQ, Brazil","Da Silva, R.M., Department of Genetics, USP/ESALQ, C.P. 83, CEP: 13400-970, Piracicaba, SP, Brazil; Bandel, G., Department of Genetics, USP/ESALQ, C.P. 83, CEP: 13400-970, Piracicaba, SP, Brazil; Martins, P.S., Department of Genetics, USP/ESALQ, Brazil","Crossing patterns were investigated in an experimental garden of ethnovarieties of Manihot esculenta (Euphorbiaceae) in Piracicaba, Sâo Paulo, Brazil. A model of evolutionary dynamics for cassava presupposes genetic recombination by means of crossing within cassava gardens as a source that amplifies genetic diversity. Quantitative analysis of mating system parameters was performed using progeny arrays assayed for eight allozyme markers. The multilocus outcrossing rate (t m) estimate (0.915±0.04) revealed that outcrossing was prevalent, but that a low level of self-pollination also occurred. The multilocus outcrossing rate ranged from 0. 69 to 1.00 among eight varieties. The high value found for the outcrossing rate indicates that the ethnovarieties studied are preferentially allogamous. Genetic recombination occurred through crossing within the cassava garden, in agreement with an assumption of the model of evolutionary dynamics for this species.",Cassava; Ethnovariety; Euphorbiaceae; Manihot; Mating system; Outcrossing,Article,,Scopus,2-s2.0-0345581176
"Lammi A., Vallius E., Vauhkonen T., Kuitunen M.","Outcrossing, hybridization, pollen quantity, and the evolution of deceptive pollination in Dactylorhiza incarnata",2003,Annales Botanici Fennici,40,5,,331,338,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0344083662&partnerID=40&md5=cce10187315ca1638cac004f59427fcc,"SW Finland Reg. Environment Centre, P.O. Box 47, FIN-20801 Turku, Finland; Dept. of Biol. and Environ. Science, University of Jyväskylä, FIN-40014 Jyväskylä, P.O. Box 35, Finland","Lammi, A., SW Finland Reg. Environment Centre, P.O. Box 47, FIN-20801 Turku, Finland; Vallius, E., Dept. of Biol. and Environ. Science, University of Jyväskylä, FIN-40014 Jyväskylä, P.O. Box 35, Finland; Vauhkonen, T., Dept. of Biol. and Environ. Science, University of Jyväskylä, FIN-40014 Jyväskylä, P.O. Box 35, Finland; Kuitunen, M., Dept. of Biol. and Environ. Science, University of Jyväskylä, FIN-40014 Jyväskylä, P.O. Box 35, Finland","We conducted two hand-pollination experiments in the nectarless orchid Dactylorhiza incarnata to test two hypotheses explaining the evolution of deceptive pollination in orchids. In the first experiment testing the ""outcrossing"" hypothesis, we pollinated flowers with pollinia from different crossing distances, and with interspecific pollinia (Dactylorhiza maculata). In the second experiment testing the ""pollinia"" hypothesis, we used only conspecific pollinia, but varied the number of pollinia received per stigma. Pollen source (self-pollination, cross-pollination within population, cross-pollination between populations, and interspesific pollination) did not affect female reproductive success of flowers. Increase in the number of pollinia received per stigma had a positive effect on reproductive success. Thus, a plant could benefit from repeated pollinator visits. Our results suggest that pollinator visitation rates may be more important for reproductive success than the pollinia source, and that neither the ""outcrossing"" nor the ""pollinia"" hypothesis was clearly supported.",Crossing distance; Deceptive pollination; Orchids; Pollination biology; Pollinia; Reproductive success,Article,,Scopus,2-s2.0-0344083662
"Chitty J.A., Allen R.S., Fist A.J., Larkin P.J.","Genetic transformation in commercial Tasmanian cultivars of opium poppy, Papaver somniferum, and movement of transgenicpollen in the field",2003,Functional Plant Biology,30,10,,1045,1058,,31,10.1071/FP03126,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345393123&doi=10.1071%2fFP03126&partnerID=40&md5=f393106c7d8164337770ab6cf4df83d2,"CSIRO Plant Industry, PO Box 1600, Canberra, ACT 2601, Australia; Tasmanian Alkaloids Pry Ltd., PO Box 130, Westbury, Tasmania 7303, Australia","Chitty, J.A., CSIRO Plant Industry, PO Box 1600, Canberra, ACT 2601, Australia; Allen, R.S., CSIRO Plant Industry, PO Box 1600, Canberra, ACT 2601, Australia; Fist, A.J., Tasmanian Alkaloids Pry Ltd., PO Box 130, Westbury, Tasmania 7303, Australia; Larkin, P.J., CSIRO Plant Industry, PO Box 1600, Canberra, ACT 2601, Australia","We report a new transformation protocol for the pharmaceutically important opium poppy, Papaver somniferum L.; the protocol allows transformation for the first time of high yielding commercial cultivars. The method involves Agrobacterium tumefaciens infection of hypocotyl explants, followed by the production of antibiotic- or herbicide-resistant embryogenic callus and the subsequent induction of somatic embryos and plants. Key elements of the improvement are the use of buffering agents to stabilise medium pH and bottom-cooling of the cultures. Transformation was verified by PCR and Southern blot hybridisation. Transcription of transgenes was confirmed by RT-PCR and product sequencing. Expression of transgenes was detected by histochemical GUS staining, phosphinothricin acetyltransferase (PAT) enzyme assays for bar and pat genes, and western analysis of transgenic sunflower seed albumin protein. Expression of various transgenes was detected in stem, leaf, seed, capsule and latex. The pat gene was demonstrated to be stably inherited to the T 2 generation and to confer phosphinothricin (PPT) herbicide resistance. Most T0 plants showed normal morphology, were self-fertile and the transgenes displayed the expected Mendelian segregation. The percentage of explants producing somatic embryos that developed into plantlets able to be transplanted to soil, ranged from 6-11% in two Tasmanian cultivars. A field trial using pat transgenic plants was designed to estimate the frequency of hybridisation at various distances into buffer rows of non-transgenic poppies and to related weed species, P. somniferum spp. setigerum and P. dubium. The frequency of hybridisation to completely compatible poppy fell sharply with distance, being 2.6% at 20 cm, 2.13% at 0.5 m and falling to 0% at 2.5 and 5 m. No hybridisation could be detected to two weed species under open pollination conditions, including the compatible P. somniferum spp. setigerum, when grown as close as 20 cm, despite flowering at the same time as the transgenic plants in the presence of foraging bees.",Agrobacterium; Opium poppy; Papaver somniferum; Risk assessment; Somatic embryogenesis; Transformation,Article,,Scopus,2-s2.0-0345393123
"Atluri J.B., Reddi C.S., Ramana S.P.V.",Breeding and pollination systems in the Indian Almond tree terminalia catappa Linn,2003,"Ecology, Environment and Conservation",9,3,,331,335,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0942291383&partnerID=40&md5=53d57bd59756b88002f35d961a849bf0,"Department of Botany, Visakhapatnam 530 003, India; Department of Environmental Sciences, Andhra University, Visakhapatnam 530 003, India","Atluri, J.B., Department of Botany, Visakhapatnam 530 003, India; Reddi, C.S., Department of Environmental Sciences, Andhra University, Visakhapatnam 530 003, India; Ramana, S.P.V., Department of Environmental Sciences, Andhra University, Visakhapatnam 530 003, India","The occurrence of three clearly distinguishable lengths of inflorescence axis, one of which with male sterility but still giving fruit, presents an interesting situation of breeding and pollination in the Indian Almond tree Terminalia catappa Linn. (Combretaceae). The long and medium length inflorescences yielded fruit by autogamy and geitonogamy and, the short length ones are entirely apomictic. This behaviour is in contrast with the breeding behaviour of other species of Terminalia distributed wild in the Indian forests, in that these species are obligately outcrossed. In T. catappa it is thought that the random genetic drift or apomixis might have favoured the evolution of microspecies or biotypes differing in inflorescence length and in breeding system. The trees are andromonoecious and the flowers, are promiscous producing traces of nectar and large quantities of pollen. The flower visitor complement included bees, flies, wasps and ants, of which the bee genera Trigona and Apis and the fly genera Chrysomya and Sarcophaga are proved important pollinators by virtue of frequency of their visits, foraging speed and pollen pick-up. Individually, the stingless bee Trigona is proved more important as pollinator. In urban plantations the totally apomictic progency may be chosen to mitigate pollen pollution of the urban air.",Apomixis; Bees; Flies; Indian Almond; Terminalia catappa; Trigona,Article,,Scopus,2-s2.0-0942291383
Reddi E.U.B.,Pollinator problems of Cashew farmer in India - A review,2003,"Ecology, Environment and Conservation",9,3,,295,296,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0942280439&partnerID=40&md5=eabb98a348a6800da424d347b6c70bee,"Department of Environmental Sciences, Andhra University, Visakhapatnam 530 003, India","Reddi, E.U.B., Department of Environmental Sciences, Andhra University, Visakhapatnam 530 003, India","Cashew (Anacardium occidentale L.) is an entomophilous crop. Its yield is totally pollinator dependent. Owing to the paucity of flower visiting insects, pollinator limitation was identified as one of the major constraints of cashew nut production. Scanty and unrewarding forage offered by cashew was blamed for the neglect of this crop by honeybees. As a result, wide gap was noticed between the realized and the potential yields of cashew nuts. However, our country earns more than 25 billion rupees worth of foreign currency on cashew exports and possibility is there to increase earnings by overcoming the pollinator limitation problem. Knowing that there is ample scope to boost cashew yields, the idea of managing fly pollinator species was recommended to cashew farmer. Several management techniques have been developed and tested in order to increase fly populations in cashew orchards. But, the use of Euphorbia antiquorum as hedge to the cashew crop was proved economic and environmentally acceptable. Insect pollinators are fast declining and the day is not far away to the cashew farmer to treat pollination as a major issue over the routine things.",Anacardium occidentale L; Cashew; Pollination; Pollinator,Article,,Scopus,2-s2.0-0942280439
"Madmony A., Schiller G., Moshe Y., Tsabary G., Mendel Z., Riov J.",Controlled and open pollination between Pinus brutia (Ten.) and Pinus halepensis (Mill.) in Israel and hybrid performance,2003,Israel Journal of Plant Sciences,51,3,,213,222,,1,10.1560/FNFR-JCUH-3EEA-0UGJ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347568171&doi=10.1560%2fFNFR-JCUH-3EEA-0UGJ&partnerID=40&md5=a22d729b6be6bdbf3c1416e7c7199d60,"Department of Horticulture, Faculty of Agriculture, Hebrew University of Jerusalem, P.O. Box 12, Rehovot 76100, Israel; Dept. of Agronomy and Nat. Resources, Institute of Garden and Field Crops, Volcani Center, P.O. Box 6, Bet Dagan 50250, Israel; Department of Entomology, Institute of Plant Protection, Volcani Center, P.O. Box 6, Bet Dagan 50250, Israel","Madmony, A., Department of Horticulture, Faculty of Agriculture, Hebrew University of Jerusalem, P.O. Box 12, Rehovot 76100, Israel; Schiller, G., Dept. of Agronomy and Nat. Resources, Institute of Garden and Field Crops, Volcani Center, P.O. Box 6, Bet Dagan 50250, Israel; Moshe, Y., Dept. of Agronomy and Nat. Resources, Institute of Garden and Field Crops, Volcani Center, P.O. Box 6, Bet Dagan 50250, Israel; Tsabary, G., Department of Horticulture, Faculty of Agriculture, Hebrew University of Jerusalem, P.O. Box 12, Rehovot 76100, Israel; Mendel, Z., Department of Entomology, Institute of Plant Protection, Volcani Center, P.O. Box 6, Bet Dagan 50250, Israel; Riov, J., Department of Horticulture, Faculty of Agriculture, Hebrew University of Jerusalem, P.O. Box 12, Rehovot 76100, Israel","The present study examined the occurrence of open and controlled pollination between Pinus brutia (Ten.) and Pinus halepensis (Mill.) under the environmental conditions of the East Mediterranean climate. Controlled interspecific pollination succeeded only with P. brutia as the maternal parent and P. halepensis as the paternal parent. Open interspecific pollination also occurred under Israeli conditions, due to some overlapping between the flowering periods of P. brutia and P. halepensis. Interspecific pollination was characterized by a low percentage of filled seeds and a low germination percentage compared to seeds from intraspecific pollination of each of the parents. The growth rate of the hybrids in the nursery was inferior to or the same as either of the parents. The susceptibility of the hybrids to Matsucoccus josephi (Bodenheimer et Harpaz) varied between different clones, but was intermediate between P. brutia (low susceptibility) and P. halepensis (high susceptibility). Backcrossing 1 seedlings were highly susceptible to M. josephi.",,Article,,Scopus,2-s2.0-0347568171
"Bernhardt P., Sage T., Weston P., Azuma H., Lam M., Thien L.B., Bruhl J.","The pollination of Trimenia moorei (Trimeniaceae): Floral volatiles, insect/wind pollen vectors and stigmatic self-incompatibility in a basal angiosperm",2003,Annals of Botany,92,3,,445,458,,60,10.1093/aob/mcg157,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141574404&doi=10.1093%2faob%2fmcg157&partnerID=40&md5=52d4420c672b412d7a2652b472e5fdf1,"Department of Biology, St. Louis University, St Louis, MO 63103, United States; Department of Botany, University of Toronto, Toronto, Ont. M5S 3B2, Canada; Royal Botanic Gardens, Sydney, Mrs Macquaries Road, Sydney, NSW 2000, Australia; Department of Botany, Graduate School of Science, Kyoto University, Kyoto 606-8502, Japan; Department of Cell and Molecular Biology, Tulane University, New Orleans, LA 70118, United States; NCW Beadle Herbarium, School of Environmental Sciences and Natural Resources Management, University of New England, Armidale, NSW 2351, Australia","Bernhardt, P., Department of Biology, St. Louis University, St Louis, MO 63103, United States; Sage, T., Department of Botany, University of Toronto, Toronto, Ont. M5S 3B2, Canada; Weston, P., Royal Botanic Gardens, Sydney, Mrs Macquaries Road, Sydney, NSW 2000, Australia; Azuma, H., Department of Botany, Graduate School of Science, Kyoto University, Kyoto 606-8502, Japan; Lam, M., Department of Botany, University of Toronto, Toronto, Ont. M5S 3B2, Canada; Thien, L.B., Department of Cell and Molecular Biology, Tulane University, New Orleans, LA 70118, United States; Bruhl, J., NCW Beadle Herbarium, School of Environmental Sciences and Natural Resources Management, University of New England, Armidale, NSW 2351, Australia","Trimenia moorei (Oliv.) Philipson is an andromonoecious liane with >0.40 of the total flower buds maturing as bisexual flowers. Male and bisexual flowers are strongly scented with pollen, anther sacs and receptacle scars testing positively for volatile emissions. Scent analyses detect over 20 components. The major fatty acid derivative is 8-heptadecene, and 2-phenylethanol dominates the benzenoids. While hover-flies in the genera Melangyna and Triglyphus contact the stigma with their probosces, the stigma secretes no free-flowing, edible fluids. Copious pollen is the only edible reward consumed by hover-flies (Syprhidae), sawflies (Pergidae) and bees in the families Apidae, Colletidae and Halictidae. All these insects carried pollen of T. moorei on their heads, legs and thoraces and female bees in the genera Apis, Exoneura, Leioproctus and Lasioglossum stored pollen on their hind legs. Pollen traps also indicate that pollen is shed directly into the air, permitting wind pollination. When bisexual flower buds are bagged (isolated from insect foragers) on the liane then subjected to a series of hand-pollination experiments after perianth segments open, the structural analyses of pollen-carpel interactions indicate that T. moorei has a trichome-rich dry-type stigma with an early-acting self-incompatibility (SI) system. Bicellular pollen grains deposited on stigmas belonging to the same plant germinate but fail to penetrate intercellular spaces, while grains deposited following cross-pollination reach the ovule within 24 h. Fluorescence analyses of 76 carpels collected at random from unbagged (open-pollinated) flowers on five plants indicates that at least 64 % of carpels are cross-pollinated in situ. Trimenia moorei is the first species within the ANITA group, and second within reilictual-basal angiosperm lineages, to exhibit stigmatic SI in combination with dry-type stigma and bicellular pollen, a condition once considered to be atypical for angiosperms as a whole but now known to be present in numerous taxa. © 2003 Annals of Botany Company.",Andromonoecy; Dry stigma; Insect pollination; Self-incompatibility; Transmitting tissue; Trimeniaceae; Volatiles; Wind-pollination,Article,,Scopus,2-s2.0-0141574404
"Seymour R.S., Gibernau M., Ito K.","Thermogenesis and respiration of inflorescences of the dead horse arum Helicodiceros muscivorus, a pseudothermoregulatory aroid associated with fly pollination",2003,Functional Ecology,17,6,,886,894,,55,10.1111/j.1365-2435.2003.00802.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0348227712&doi=10.1111%2fj.1365-2435.2003.00802.x&partnerID=40&md5=cb47ea7ce775852c814799671a1f09a9,"Environmental Biology, University of Adelaide, Adelaide, SA 5005, Australia; Lab. d'Evol. et Diversite Biol., Université Paul Sabatier, 118 route de Narbonne, 31062 Toulouse Cedex, France; Cryobiosystem Research Center, Faculty of Agriculture, Iwate University, Iwate 020-8550, Japan","Seymour, R.S., Environmental Biology, University of Adelaide, Adelaide, SA 5005, Australia; Gibernau, M., Lab. d'Evol. et Diversite Biol., Université Paul Sabatier, 118 route de Narbonne, 31062 Toulouse Cedex, France; Ito, K., Cryobiosystem Research Center, Faculty of Agriculture, Iwate University, Iwate 020-8550, Japan","1. In central Corsica, Helicodiceros muscivorus (Schott ex. K. Koch) produces a protogynous inflorescence that resembles the anal area of a dead mammal and produces a foetid scent during the few hours after sunrise. Flies enter the floral chamber, pollinate the female florets and become trapped until the next morning, when pollen is shed from the male florets and the flies are released. 2. The exposed appendix exhibits a strong, unimodal episode of thermogenesis associated with scent production, reaching a maximum of 30°C at 15°C ambient temperature. The male florets in the floral chamber are highly thermogenic throughout the second night and generally maintain stable floret temperatures of about 24°C at ambient temperatures down to 13°C. 3. Maximum respiration rates of the appendix (0.45 ?mol CO2 s -1 g-1) and the male florets (0.82 ?mol s-1 g-1) may be the highest recorded for plant tissue. 4. Thermogenesis of the appendix does not depend on ambient temperature, but that of the male florets increases with decreasing ambient temperature in most cases. However, the pattern of heat production by the males appears related more to time than to ambient temperature, hence the term 'pseudo-thermoregulation'. 5. The behaviour and thoracic temperatures of flies emerging from captivity suggests that male floral warming does not enhance their activity.",Araceae; Flower; Heat production; Pollination; Protogyny,Article,,Scopus,2-s2.0-0348227712
