Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Cruden R.W., Toledo V.M.",Oriole pollination of Erythrina breviflora (Leguminosae): Evidence for a polytypic view of ornithophily,1977,Plant Systematics and Evolution,126,4,,393,403,,31,10.1007/BF00986292,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000922694&doi=10.1007%2fBF00986292&partnerID=40&md5=327b038f5921a01909921d090488b73a,"Department of Botany, University of Iowa, Iowa City, 52242, IA, United States; Departamento de Botánica, Instituto de Biología, Universidad Nacional Autónoma de México, México 20, D.F., Mexico","Cruden, R.W., Department of Botany, University of Iowa, Iowa City, 52242, IA, United States; Toledo, V.M., Departamento de Botánica, Instituto de Biología, Universidad Nacional Autónoma de México, México 20, D.F., Mexico","Erythrina breviflora is visited by large numbers of passerine birds of which orioles (Icterus: Icteridae) are the primary pollinators. The flowers produce large quantities of nectar but they are rarely visited by hummingbirds. Inflorescence and floral morphology, and low levels of sucrose in the nectar probably explain the rarity of foraging hummingbirds. A comparison of Old World Erythrina and their pollinators with New World species pollinated by orioles and hummingbirds suggests that parallel evolution has occurred. When the comparison is expanded to include other species pollinated by orioles, it is clear that various New World Icteridae, Thraupidae, etc. are ecological equivalents of Old World Oriolidae, Pycnonotidae, Sturnidae, etc. and that flowers pollinated by these birds have similar characteristics. © 1977 Springer-Verlag.",Campylorhynchus; Erythrina breviflora; Fabaceae (Leguminosae); Icterus; nectar; ornithophily; Piranga; Pollination,Article,,Scopus,2-s2.0-0000922694
Howell D.J.,Time sharing and body partitioning in bat-plant pollination systems,1977,Nature,270,5637,,509,510,,17,10.1038/270509a0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012169217&doi=10.1038%2f270509a0&partnerID=40&md5=f6335983dad49393f5489c7a983563d4,"Biology Department, Purdue University, West Lafayette, IN 47907","Howell, D.J., Biology Department, Purdue University, West Lafayette, IN 47907","IN the dry months from January to March in Central America there is an abundance of flowering trees and shrubs1-3 and many of them are pollinated by bats. When collecting nectar, the bats visit various species of plants4-6, and in periods of peak abundance of flowers they make increasingly frequent visits. With flowering apparently synchronised 3,4, there seems to be a good chance that flowers may not always receive conspecific pollen, thus reducing their seed set and fitness. The study reported here suggests that this chance is minimised because nectar and pollen are available at different times on different flower species, and because some species deposit and receive pollen at distinct regions of the bats' bodies. © 1977 Nature Publishing Group.",,Article,,Scopus,2-s2.0-0012169217
Ornduff R.,An unusual homostyle in Hedyotis caerulea (Rubiaceae),1977,Plant Systematics and Evolution,127,4,,293,297,,6,10.1007/BF00985992,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0344059861&doi=10.1007%2fBF00985992&partnerID=40&md5=05603b928d66b6c07cee065a64c10fb7,"Department of Botany, University of California, 94720, CA, United States","Ornduff, R., Department of Botany, University of California, 94720, CA, United States","Hedyotis caerulea, a spring flowering herb widely distributed in eastern North America, has distylous flowers that differ by a number of morphological and physiological traits. The presence of a strong incompatibility system is indicated by the fact that intramorph crosses or self-pollinations produced little or no seed and intermorph crosses produced copious seed. An unusual homostyle was located that had most floral characters intermediate between pin and thrum flowers, although its pollen size was that of pin. The homostyle was only moderately self-compatible, and its pollen did not behave as pin pollen on thrum stigmas. It appears that, despite their intermediate position and morphology, the homostyle stigmas were fundamentally pin. Although the exceptional rarity of the homostyle suggests that it is an inadaptive failure, workers should watch for its further occurrence since additional study of it may provide insights into the genetic and physiological basis of heterostyly in the Rubiaceae. © 1977 Springer-Verlag.",breeding system; Hedyotis; Heterostyly; homostyly; incompatibility; Rubiaceae,Article,,Scopus,2-s2.0-0344059861
Wissel C.,On the advantage of the specialization of flowers on particular pollinator species,1977,Journal of Theoretical Biology,69,1,,11,22,,4,10.1016/0022-5193(77)90385-X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017769441&doi=10.1016%2f0022-5193%2877%2990385-X&partnerID=40&md5=9a0121bb86c431e1d7a648858fdf6443,"Fachbereich Physik, Philipps-Universität, D-3550 Marburg, Renthof 6, Germany","Wissel, C., Fachbereich Physik, Philipps-Universität, D-3550 Marburg, Renthof 6, Germany","A probability model is constructed to describe the competition of simultaneously flowering plant species for pollinators. The flowers are described by different states for which rate equations are set up. The visits of the pollinators are characterized by degrees of preference for the various flower species. One flower species which has a small amount of pollen and which is visited by a pollinator species with extreme flower constancy is singled out. The advantage of the attraction to other pollinator species without flower constancy is investigated. In particular, the number of pollinated flowers is calculated as a function of the degree of attraction. A minimum is found for different cases, such as when there are many or only two competing flower species, and for the case of the tropics. The possible implications for evolution are discussed. © 1977.",,Article,,Scopus,2-s2.0-0017769441
"Henke R.R., Wahnbaeck R.",?-Aspartokinase from developing endosperm of maize,1977,Biochemical and Biophysical Research Communications,79,1,,38,45,,6,10.1016/0006-291X(77)90057-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017763457&doi=10.1016%2f0006-291X%2877%2990057-2&partnerID=40&md5=fac25f2ba0152612bb3a4955112bb9ec,"University of Tennessee, Comparative Animal Research Laboratory, Oak Ridge, TN 37830, United States","Henke, R.R., University of Tennessee, Comparative Animal Research Laboratory, Oak Ridge, TN 37830, United States; Wahnbaeck, R., University of Tennessee, Comparative Animal Research Laboratory, Oak Ridge, TN 37830, United States","?-aspartokinase (EC 2.7.2.4.) has been isolated from the developing endosperm (30 days post-pollination) of Zea mays (cv. Pioneer 3145). Enzyme activity was dependent upon ATP, Mg++ or Mn++, aspartate, and protein concentration. Double reciprocal plots of velocity vs. aspartate concentrations deviated from a straight line at low aspartate concentration indicating two apparent Km's of 0.5 and 6.6 mM. Enzyme activity was inhibited by lysine but not by methionine or threonine. The endosperm-derived ?-aspartokinase behaved similarly to enzyme isolated from 6-day-old etiolated shoot tissue. The presence of ?-aspartokinase in developing endosperm provides new insight into the source of the aspartate-derived amino acids in maize endosperm. © 1977.",,Article,,Scopus,2-s2.0-0017763457
"Sedgley M., Newbury H.J., Possingham J.V.","Early fruit development in the watermelon: Anatomical comparison of pollinated, auxin-induced parthenocarpic and unpollinated fruits",1977,Annals of Botany,41,6,,1345,1355,,15,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000729592&partnerID=40&md5=1d305f66256933645bec41e4ce8f4769,"C.S.I.R.O., Division of Horticultural Research, G.P.O. Box 350, Adelaide, South Australia, 5001, Australia","Sedgley, M., C.S.I.R.O., Division of Horticultural Research, G.P.O. Box 350, Adelaide, South Australia, 5001, Australia; Newbury, H.J., C.S.I.R.O., Division of Horticultural Research, G.P.O. Box 350, Adelaide, South Australia, 5001, Australia; Possingham, J.V., C.S.I.R.O., Division of Horticultural Research, G.P.O. Box 350, Adelaide, South Australia, 5001, Australia","The anatomy of pollinated, auxin-induced parthenocarpic and unpollinated watermelon fruits was observed for nine days after flowering. Parthenocarpic fruits were larger and had higher fresh weight and percentage water than pollinated fruits at day 1 but the positions were reversed by day 9. Unpollinated fruits did not increase in size after day 3.Pericarp cells were small, of regular shape and showed no obvious change with either time or treatment. Cell number increased in the pollinated and parthenocarpic but not in the unpollinated fruits.Cells divided in the flesh of the parthenocarpic but not of the pollinated fruits which increased in size by cell enlargement only. Starch, present in the cells of the flesh and placenta at day 0 was absent from the unpollinated fruits at day 6.Ovules grew in both pollinated and parthenocarpic fruits largely due to cell division in the nucellus and integuments; the pollinated ovules were larger than the parthenocarpic throughout. Embryo and endosperm development occurred in the pollinated but not in the parthenocarpic ovules. Starch was present throughout the nine-day period in the integuments of the pollinated and parthenocarpic ovules but was lost from the integuments of the unpollinated ovules by day 6. Pollinated and parthenocarpic ovules contributed increasingly to fruit dry weight over the nine-day period.It is suggested that the ovule tissues, in particular the nucellus and integument may exert control over early development in both pollinated and parthenocarpic fruits. © 1977 Annals of Botany Company.",,Article,,Scopus,2-s2.0-0000729592
Pandey K.K.,Mentor pollen: Possible role of wall-held pollen growth promoting substances in overcoming intra- and interspecific incompatibility,1977,Genetica,47,3,,219,229,,28,10.1007/BF00123243,https://www.scopus.com/inward/record.uri?eid=2-s2.0-13444255454&doi=10.1007%2fBF00123243&partnerID=40&md5=4bda8c5930d105b655ffd80c1229f173,"Genetics Unit, Grasslands Division, D.S.I.R., Palmerston North, New Zealand","Pandey, K.K., Genetics Unit, Grasslands Division, D.S.I.R., Palmerston North, New Zealand","Recent studies have shown that certain normally incompatible, interspecific combinations in the genus Populus, and intraspecific combination in Cosmos bipinnatus can be made compatible by mixing irradiation- or chemically-killed compatible pollen (mentor) with normal incompatible pollen at the time of pollination. Knox and associates have proposed that in the sporophytic system of incompatibility the compatible mentor pollen provides the so-called 'specific recognition substances' to the incompatible pollen thereby making the latter compatible. In the present experiments mentor pollen was used in attempts to overcome both intra- and interspecific incompatibility in the genus Nicotiana which has a gametophytic intraspecific incompatibility system. Although not denying that recognition substances specific to pollenpistil incompatibility reactions are present in pollen walls, the results suggest that a role of mentor pollen in overcoming incompatibility may be to provide extra free pollen growth promoting substances (PGS). These substances are apparently able to promote just sufficient further growth to allow some fertilizations by certain pollen tubes with inherently weak expression of incompatibility. The present proposed 'PGS-Hypothesis' also elucidates the physiological basis of the widely-held relationship found between genetic systems of self-incompatibility and sites of pollen inhibition. © 1977 Dr. W. Junk b.v. Publishers.",,Article,,Scopus,2-s2.0-13444255454
"Cresti M., Ciampolini F., Pacini E., Sree Ramulu K., Devreux M., Laneri U.",Ultrastructural aspects of pollen tube growth inhibition after gamma irradiation in Lycopersicum peruvianum,1977,Theoretical and Applied Genetics,49,6,,297,303,,11,10.1007/BF00275137,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346268191&doi=10.1007%2fBF00275137&partnerID=40&md5=d9f5322bb9a98d792def66b73a52d3fb,"Istituto di Botanica, Università di Siena, Siena, Italy; Laboratorio Valorizzazione Colture Industriali del C.N.E.N., Casaccia, Italy; Association EURATOM-ITAL, P.O. Box 48, Wageningen, Netherlands; Biology Group, C.C.R. Ispra, Ispra, 21020, Italy","Cresti, M., Istituto di Botanica, Università di Siena, Siena, Italy; Ciampolini, F., Istituto di Botanica, Università di Siena, Siena, Italy; Pacini, E., Istituto di Botanica, Università di Siena, Siena, Italy; Sree Ramulu, K., Laboratorio Valorizzazione Colture Industriali del C.N.E.N., Casaccia, Italy, Association EURATOM-ITAL, P.O. Box 48, Wageningen, Netherlands; Devreux, M., Laboratorio Valorizzazione Colture Industriali del C.N.E.N., Casaccia, Italy, Biology Group, C.C.R. Ispra, Ispra, 21020, Italy; Laneri, U., Laboratorio Valorizzazione Colture Industriali del C.N.E.N., Casaccia, Italy","Gamma ray treatments at various doses were applied to flowers after cross-compatible pollinations (S1S4 × S12S13) and self-incompatible pollinations (S1S4 × S1S4). After 200 kR treatment (highest dose) a high percentage of pollen became non-viable, and tube growth of all the germinated pollen was inhibited at the first third, or just before half the length of the style. Observations on the ultrastructural aspects revealed that the pollen tubes were destroyed by a precise degradation process which led to the disappearance of the inner wall, lysis of the tube, accumulation of several bipartite particles and alteration of endoplasmic reticulum into a whorl of concentric circles. These results indicated that the high dose of gamma rays probably interferes with protein synthesis. The ultrastructural aspects of compatible pollen tubes after gamma irradiation were similar to those of self-incompatible tubes and therefore it is suggested that cessation of protein synthesis might also be a result of incompatibility. Electron microscopy observations after treatment with 200 kR gamma rays on flowers after self-incompatible pollination (S1S4 × S1S4) showed that gamma irradiation affects the self-incompatibility reaction; but the results obtained so far are difficult to explain. © 1977 Springer-Verlag.",,Article,,Scopus,2-s2.0-0346268191
"Bemis W.P., Scheerens J.C., Berry J.W., Dreher M.L., Weber C.W.",Accumulation of crude protein and oil contents,1977,Journal of the American Oil Chemists' Society,54,11,,537,538,,,10.1007/BF02909076,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51849180235&doi=10.1007%2fBF02909076&partnerID=40&md5=691d6ae2f700869cd13448d5bf50de0c,"Department of Plant Sciences, University of Arizona, Tucson, United States; Department of Nutrition and Food Science, University of Arizona, Tucson, United States","Bemis, W.P., Department of Plant Sciences, University of Arizona, Tucson, United States; Scheerens, J.C., Department of Plant Sciences, University of Arizona, Tucson, United States; Berry, J.W., Department of Nutrition and Food Science, University of Arizona, Tucson, United States; Dreher, M.L., Department of Nutrition and Food Science, University of Arizona, Tucson, United States; Weber, C.W., Department of Nutrition and Food Science, University of Arizona, Tucson, United States","The crude fat content of whole seed and the crude protein level of defatted embryos were monitored on successive days after pollination. Seed of Buffalo gourd, Curcurbita foetidissima HBK, harvested during September-October, 1976, obtained a maximum oil and protein level in 38 to 42 days after pollination. Maximum protein and oil accumulation in seeds of the Cucurbita digitata group (sample period June-July, 1976) and Apodanthera undulata (sample period August-September, 1976) occurred between 34 and 38 days and 30 and 34 days after pollination, respectively. Variability within sample periods was attributed to the heterogeneity of the populations. © 1977 The American Oil Chemists' Society.",,Article,,Scopus,2-s2.0-51849180235
"Pfahler P.L., Linskens H.F.",Ultraviolet irradiation of maize (Zea Mays L.) pollen grains - I. Pollen genotype effects on kernel development,1977,Theoretical and Applied Genetics,49,6,,253,258,,8,10.1007/BF00275129,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0007407586&doi=10.1007%2fBF00275129&partnerID=40&md5=263a462c4778c5fd4f99d4dff73620ec,"University of Florida, Gainesville, Florida, United States; University of Nijmegen, Nijmegen, Netherlands","Pfahler, P.L., University of Florida, Gainesville, Florida, United States; Linskens, H.F., University of Nijmegen, Nijmegen, Netherlands","Mature pollen grains from two single cross hybrids, Wf9 × H55 and K64 × K55, were exposed to eleven levels (0 to 6.80 erg/cm2 × 105 at 0.68 intervals) of ultraviolet irradiation and then were used to pollinate their genetic source. The number and weight of the normal and shrunken (partially aborted) kernels on each ear were tabulated. In general, the number of normal kernels decreased and the number and percentage of shrunken kernels increased with increasing exposure. However, significant exposure X hybrid interactions were present indicating that the amount of change depended on the hybrid. No consistent relationship between exposure and either normal or shrunken kernel weight was apparent, but pollen source hybrid was a contributing factor. The embryo weight and coleoptile length after germination were also determined for the normal kernels. Changes in these characters by irradiation were also strongly influenced by the hybrid. These results indicate that the direction and magnitude of the changes in kernel development produced by ultraviolet are modified considerably by the genetic source of the pollen grains. Presumably, genetic variation for ultraviolet response is present and selection would be successful. © 1977 Springer-Verlag.",,Article,,Scopus,2-s2.0-0007407586
