Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Mishina K., Sato H., Manickavelu A., Sassa H., Koba T.",Molecular mapping of SKr for crossability in common wheat,2009,Breeding Science,59,5,,679,684,,4,10.1270/jsbbs.59.679,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72549113061&doi=10.1270%2fjsbbs.59.679&partnerID=40&md5=096d7767ddca498ff64c9805ef924e4e,"Graduate School of Horticulture, Chiba University, 648 Matsudo, Chiba 271-8510, Japan; Laboratory of Plant Genome Science, Kihara Institute for Biological Research, Yokohama City University, Maioka 641-12, Totsuka, Yokohama, Kanagawa 244-0813, Japan","Mishina, K., Graduate School of Horticulture, Chiba University, 648 Matsudo, Chiba 271-8510, Japan; Sato, H., Graduate School of Horticulture, Chiba University, 648 Matsudo, Chiba 271-8510, Japan; Manickavelu, A., Graduate School of Horticulture, Chiba University, 648 Matsudo, Chiba 271-8510, Japan, Laboratory of Plant Genome Science, Kihara Institute for Biological Research, Yokohama City University, Maioka 641-12, Totsuka, Yokohama, Kanagawa 244-0813, Japan; Sassa, H., Graduate School of Horticulture, Chiba University, 648 Matsudo, Chiba 271-8510, Japan; Koba, T., Graduate School of Horticulture, Chiba University, 648 Matsudo, Chiba 271-8510, Japan","The crossability of common wheat with alien species, e.g., rye, wild and cultivated barley, is known to be controlled by the Kr gene family. The reproduction barrier caused by Kr genes decreases hybrid seed set; however, the molecular mechanism is still unclear. We attempted to localize the QTLs controlling the crossability of wheat in wheat-rye crosses by using molecular markers on wheat chromosome 5B on which the most effective Kr gene is known to be located. QTL mapping was carried out using the F7 population derived from a cross between Chinese Spring (high crossability) and a chromosome substitution line of Chinese Spring which has its chromosome 5B of Cheyenne (low crossability), and pollinated with rye cv. Petkus. In this population, a major QTL region controlling crossability with rye was detected on the locus closely linked to a SSR marker, Xgwm443, on the short arm of chromosome 5B which was supposed to be Skr locus.",Crossability; Krl; QTL mapping; Reproduction barrier; SKr; Wheat,Article,,Scopus,2-s2.0-72549113061
"Turuspekov Y., Honda I., Watanabe Y., Stein N., Komatsuda T.",An inverted and micro-colinear genomic regions of rice and barley carrying the cly1 gene for cleistogamy,2009,Breeding Science,59,5,,657,663,,4,10.1270/jsbbs.59.657,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72549100586&doi=10.1270%2fjsbbs.59.657&partnerID=40&md5=a56329287ce8126c91686a3d281369c7,"National Institute of Agrobiological Sciences (NIAS), 2-1-2 Kannondai, Tasukub, Ibaraki 305-8602, Japan; National Institute of Crop Science (NICS), 2-1-18 Kannondai, Tsukuba, Ibaraki 305-8518, Japan; Institute of Plant Biology and Biotechnology, Almaty 050040, Kazakhstan; Leibniz Institute of Plant Genetics and Crop Plant Research (IPK), D-06466 Gatersleben, Germany","Turuspekov, Y., National Institute of Agrobiological Sciences (NIAS), 2-1-2 Kannondai, Tasukub, Ibaraki 305-8602, Japan, National Institute of Crop Science (NICS), 2-1-18 Kannondai, Tsukuba, Ibaraki 305-8518, Japan, Institute of Plant Biology and Biotechnology, Almaty 050040, Kazakhstan; Honda, I., National Institute of Crop Science (NICS), 2-1-18 Kannondai, Tsukuba, Ibaraki 305-8518, Japan; Watanabe, Y., National Institute of Crop Science (NICS), 2-1-18 Kannondai, Tsukuba, Ibaraki 305-8518, Japan; Stein, N., Leibniz Institute of Plant Genetics and Crop Plant Research (IPK), D-06466 Gatersleben, Germany; Komatsuda, T., National Institute of Agrobiological Sciences (NIAS), 2-1-2 Kannondai, Tasukub, Ibaraki 305-8602, Japan","Flowers which show cleistogamy (CL) remain closed during pollen shedding, and thus are predominantly self-pollinated. CL in barley is controlled either by the single, multi-allelic gene cly1 located on the long arm of chromosome 2H, or by two closely linked, epistatic genes (cly1 and Cly2). Here, we have taken advantage of the co-linearity which exists between chromosome 2H of barley and rice chromosome 4 to generate de novo markers targeted to the CL region, and these have been used to construct a localized high resolution genetic map. While synteny is largely conserved in this region, the critical 18 cM barley segment appears to be inverted with respect to the equivalent 1.6 Mb physical stretch of the rice genome. The cly1 locus was located in a 0.76 cM region of barley genetic map, and rice orthologue of cly1 (if there is one) is one of the 11 genes predicted to lie within 90 kb interval of rice genome.",Comparative genetic mapping; High resolution map; Synteny,Article,,Scopus,2-s2.0-72549100586
"Dou Q.-W., Chen Z.-G., Liu Y.-A., Tsujimoto H.",High frequency of karyotype variation revealed by sequential FISH and GISH in plateau perennial grass forage Elymus nutans,2009,Breeding Science,59,5,,651,656,,16,10.1270/jsbbs.59.651,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72549103135&doi=10.1270%2fjsbbs.59.651&partnerID=40&md5=3b9d57f7c0c2cc81dcfd825c52740a2b,"Key Laboratory of Adaptation and Evolution of Plateau Biota, Northwest Plateau Institute of Biology, Chinese Academy of Sciences, Xining, 810008, China; Faculty of Agriculture, Tottori University, 4-101 Minami, Koyama, Tottori 680-8550, Japan","Dou, Q.-W., Key Laboratory of Adaptation and Evolution of Plateau Biota, Northwest Plateau Institute of Biology, Chinese Academy of Sciences, Xining, 810008, China; Chen, Z.-G., Key Laboratory of Adaptation and Evolution of Plateau Biota, Northwest Plateau Institute of Biology, Chinese Academy of Sciences, Xining, 810008, China; Liu, Y.-A., Key Laboratory of Adaptation and Evolution of Plateau Biota, Northwest Plateau Institute of Biology, Chinese Academy of Sciences, Xining, 810008, China; Tsujimoto, H., Faculty of Agriculture, Tottori University, 4-101 Minami, Koyama, Tottori 680-8550, Japan","Elymus nutans L. (StHY, 2n = 6x = 42) is extensively selected from the natural population and domesticated as perennial grass forage in the Qinghai-Tibet plateau in China due to its high tolerance to environmental stresses, such as cold and drought. Karyotyping was conducted in 12 randomly selected plants by sequential fluorescence in situ hybridization (FISH) and genomic in situ hybridization (GISH). GISH discriminated St, H and Y genomes, indicating that E. nutans has retained its ancestral genome, and large chromosomal rearrangements have not occurred. However, FISH using an AGG satellite and Afa-family repetitive sequences, revealed marked variation in the signalling patterns of most of the chromosomes. Many of the plants carried chromosomes with a specific pattern in the homozygous state, indicating that self-pollination or sib-crossing occurs in small populations during selection for domestication. In addition, several intergenomic translocations appeared, possibly caused by homoeologous chromosome recombination. The nature of the polymorphisms seen in the chromosomes of the domesticated population of E. nutans is discussed.",Elymus nutans; FISH; GISH; Karyotype variation; Perennial grass forage,Article,,Scopus,2-s2.0-72549103135
"Ibanez S., Gallet C., Dommanget F., Després L.",Plant chemical defence: A partner control mechanism stabilising plant - Seed-eating pollinator mutualisms,2009,BMC Evolutionary Biology,9,1,261,,,,13,10.1186/1471-2148-9-261,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449206717&doi=10.1186%2f1471-2148-9-261&partnerID=40&md5=74481cd6de1d6a71b72fa6329acd5652,"Laboratoire d'Ecologie Alpine, UMR CNRS 5553, Université Joseph Fourier, B.P.53, 38041 Grenoble CEDEX 9, France; Laboratoire d'Ecologie Alpine, UMR CNRS 5553, Université de Savoie, F-73376, Le Bourget-du-lac, France; Station Alpine Joseph Fourier, UMS CNRS 2925, Université J. Fourier, BP 53, F-38041 Grenoble, France","Ibanez, S., Laboratoire d'Ecologie Alpine, UMR CNRS 5553, Université Joseph Fourier, B.P.53, 38041 Grenoble CEDEX 9, France, Station Alpine Joseph Fourier, UMS CNRS 2925, Université J. Fourier, BP 53, F-38041 Grenoble, France; Gallet, C., Laboratoire d'Ecologie Alpine, UMR CNRS 5553, Université de Savoie, F-73376, Le Bourget-du-lac, France, Station Alpine Joseph Fourier, UMS CNRS 2925, Université J. Fourier, BP 53, F-38041 Grenoble, France; Dommanget, F., Laboratoire d'Ecologie Alpine, UMR CNRS 5553, Université Joseph Fourier, B.P.53, 38041 Grenoble CEDEX 9, France, Station Alpine Joseph Fourier, UMS CNRS 2925, Université J. Fourier, BP 53, F-38041 Grenoble, France; Després, L., Laboratoire d'Ecologie Alpine, UMR CNRS 5553, Université Joseph Fourier, B.P.53, 38041 Grenoble CEDEX 9, France, Station Alpine Joseph Fourier, UMS CNRS 2925, Université J. Fourier, BP 53, F-38041 Grenoble, France","Background. Mutualisms are inherently conflictual as one partner always benefits from reducing the costs imposed by the other. Despite the widespread recognition that mutualisms are essentially reciprocal exploitation, there are few documented examples of traits that limit the costs of mutualism. In plant/seed-eating pollinator interactions the only mechanisms reported so far are those specific to one particular system, such as the selective abortion of over-exploited fruits. Results. This study shows that plant chemical defence against developing larvae constitutes another partner sanction mechanism in nursery mutualisms. It documents the chemical defence used by globeflower Trollius europaeus L. (Ranunculaceae) against the seed-eating larvae of six pollinating species of the genus Chiastocheta Pokorny (Anthomyiidae). The correlative field study carried out shows that the severity of damage caused by Chiastocheta larvae to globeflower fruits is linked to the accumulation in the carpel walls of a C-glycosyl-flavone (adonivernith), which reduces the larval seed predation ability per damaged carpel. The different Chiastocheta species do not exploit the fruit in the same way and their interaction with the plant chemical defence is variable, both in terms of induction intensity and larval sensitivity to adonivernith. Conclusion. Adonivernith accumulation and larval predation intensity appear to be both the reciprocal cause and effect. Adonivernith not only constitutes an effective chemical means of partner control, but may also play a key role in the sympatric diversification of the Chiastocheta genus. © 2009 Ibanez et al.",,Article,,Scopus,2-s2.0-72449206717
"Chiang C.-H., Sung I.-H., Ho K.-K., Yang P.-S.","Colony development of two bumblebees, Bombus eximius and B. sonani, reared in captivity in a subtropical area of Taiwan (Hymenoptera, Apidae, Bombini)",2009,Sociobiology,54,3,,699,714,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72249121844&partnerID=40&md5=5052c7093b3710fe6330d5fec4be95e2,"Department of Entomology, National Taiwan University, Taipei 106, Taiwan; Tainan District Agricultural Research and Extension Station, Council of Agriculture, Executive Yuan, Tainan 712, Taiwan","Chiang, C.-H., Department of Entomology, National Taiwan University, Taipei 106, Taiwan; Sung, I.-H., Tainan District Agricultural Research and Extension Station, Council of Agriculture, Executive Yuan, Tainan 712, Taiwan; Ho, K.-K., Department of Entomology, National Taiwan University, Taipei 106, Taiwan; Yang, P.-S., Department of Entomology, National Taiwan University, Taipei 106, Taiwan","Two bumblebee species, Bombus eximius and B. sonani, were reared artificially to investigate the characteristics of colony development under laboratory conditions in Taiwan. A total of 53 queens of B. eximius and 37 queens of B. sonani were collected in the field during 2007 and 2008. B. eximius has a longer period for colony initiation, immature stages in each caste, and a larger colony size (63-271 workers) than B. sonani (21-68 workers). Under the laboratory conditions, queens of B. eximius laid 4-6 eggs in each eggcup, while B. sonani laid 2-3 eggs. The queen production point (QP) of B. eximius started before the switch point (SP), and the queen production eggs were laid in Phase 3. However, queen production eggs of B. sonani were probably laid during the Phase 2 and Phase 3. It was found that B. eximius has a longer period of colony development than B. sonani, and the main difference between the two species was the number of third worker brood during Phase 3. In the field, the endemic species B. sonani is considered to adapt to the temperate climate, while B. eximius is adapted to the subtropical climate in Taiwan. The colony development and seasonal occurrence of B. eximius is expected to be from September/October to April or later, and from April to August or later in B. sonani. The results showed no differences between the two species in the queen nesting rate, successful colonization rate, successful mating rate of laboratory-reared queens, and egg laying rate of laboratory-reared queens. We strongly suggest that B. eximius has great merit for pollination programs of commercial utilization, while B. sonani can only serve as a substitute species for pollinations in Taiwan. Key words: Bumblebee, colony development, pollinator, seasonal occurrence, Taiwan.",,Article,,Scopus,2-s2.0-72249121844
"Li-Beisson Y., Pollard M., Sauveplane V., Pinot F., Ohlrogge J., Beisson F.",Nanoridges that characterize the surface morphology of flowers require the synthesis of cutin polyester,2009,Proceedings of the National Academy of Sciences of the United States of America,106,51,,22008,22013,,108,10.1073/pnas.0909090106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-76049100034&doi=10.1073%2fpnas.0909090106&partnerID=40&md5=672269b2f3dbc81fbed87cc51613d43d,"Department of Plant Biology, Michigan State University, East Lansing, MI 48824, United States; Institut de Biologie Moléculaire des Plantes, Université de Strasbourg, Centre National de la Recherche Scientifique, F-67083 Strasbourg, France; Laboratoire de Biogenèse Membranaire, Université de Bordeaux, Centre National de la Recherche Scientifique, F-33076 Bordeaux, France; Department of Plant Biology and Environmental Microbiology, CEA/ CNRS/Aix Marseille Université, F-13108 Cadarache, France","Li-Beisson, Y., Department of Plant Biology, Michigan State University, East Lansing, MI 48824, United States, Department of Plant Biology and Environmental Microbiology, CEA/ CNRS/Aix Marseille Université, F-13108 Cadarache, France; Pollard, M., Department of Plant Biology, Michigan State University, East Lansing, MI 48824, United States; Sauveplane, V., Institut de Biologie Moléculaire des Plantes, Université de Strasbourg, Centre National de la Recherche Scientifique, F-67083 Strasbourg, France; Pinot, F., Institut de Biologie Moléculaire des Plantes, Université de Strasbourg, Centre National de la Recherche Scientifique, F-67083 Strasbourg, France; Ohlrogge, J., Department of Plant Biology, Michigan State University, East Lansing, MI 48824, United States; Beisson, F., Department of Plant Biology, Michigan State University, East Lansing, MI 48824, United States, Laboratoire de Biogenèse Membranaire, Université de Bordeaux, Centre National de la Recherche Scientifique, F-33076 Bordeaux, France, Department of Plant Biology and Environmental Microbiology, CEA/ CNRS/Aix Marseille Université, F-13108 Cadarache, France","Distinctive nanoridges on the surface of flowers have puzzled plant biologists ever since their discovery over 75 years ago. Although postulated to help attract insect pollinators, the function, chemical nature, and ontogeny of these surface nanostructures remain uncertain. Studies have been hampered by the fact that no ridgeless mutants have been identified. Here,wedescribe two mutants lacking nanoridges and define the biosynthetic pathway for 10,16-dihydroxypalmitate, a major cutin monomer in nature. Using gene expression profiling, two candidates for the formation of floral cutin were identified in the model plant Arabidopsis thaliana: the glycerol-3-phosphate acyltransferase 6 (GPAT6) and a member of a cytochrome P450 family with unknown biological function (CYP77A6). Plants carrying null mutations in either gene produced petals with no nanoridges and no cuticle could be observed by either scanning or transmission electron microscopy. A strong reduction in cutin content was found in flowers of both mutants. In planta overexpression suggested GPAT6 preferentially uses palmitate derivatives in cutin synthesis. Comparison of cutin monomer profiles in knockouts for CYP77A6 and the fatty acid ?-hydroxylase CYP86A4 provided genetic evidence that CYP77A6 is an in-chain hydroxylase acting subsequently to CYP86A4 in the synthesis of 10,16-dihydroxypalmitate. Biochemical activity of CYP77A6 was demonstrated by production of dihydroxypalmitates from 16-hydroxypalmitate, using CYP77A6-expressing yeast microsomes. These results define the biosynthetic pathway for an abundant and widespread monomer of the cutin polyester, show that the morphology of floral surfaces depends on the synthesis of cutin, and identify target genes to investigate the function of nanoridges in flower biology.","10,16-dihydroxypalmitic acid; Cuticular ridges; CYP77A6; CYP86A4; Glycerol-3-phosphate acyltransferase 6",Article,,Scopus,2-s2.0-76049100034
Kurtar E.S.,"Influence of gamma irradiation on pollen viability, germination ability, and fruit and seed-set of pumpkin and winter squash",2009,African Journal of Biotechnology,8,24,,6918,6926,,11,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-74549171019&partnerID=40&md5=c9ca2f9de589c1c84aef4ad5e40acea9,"Bafra Vocational School, Department of Technical Programs, Ondokuz Mayis University, 55400 Bafra, Samsun, Turkey","Kurtar, E.S., Bafra Vocational School, Department of Technical Programs, Ondokuz Mayis University, 55400 Bafra, Samsun, Turkey","The influence of irradiation dose (50, 100, 200 and 300 Gray), irradiation time (July 9th, 11th, 15th, 21st and 28th) and pollen age (0th and 1st days) on the pollen viability, germination ability and fruit and seed-set were investigated in pumpkin (Cucurbita moschata Duchesne ex Poir.) and winter squash (Cucurbita maxima Duchesne ex Lam.). Along with increasing of irradiation dose, irradiation period and pollen age, pollen viability, germinability and fruit and seed-set decreased, significantly. Irradiated and nonirradiated pollens maintained their viability for 1 - 4 days and 4 - 7 days, respectively. Non-irradiated pollens of winter squash were germinated for 2 days and produced the highest germination rate (22.6 and 22.9%) on July 9th and 11th, respectively. Moreover, irradiated pollens were germinated for 2 days at 50 Gray (1.1 - 8.5%) and for one day at 100 Gray (0.6 - 10.4%). On July 9, the fruit-set rate ranged from 75.0% (at 50 Gray) to 63.0% (at 100 Gray) by pollination with 0 th day pollens in winter squash. Pollination with irradiated pollens at 50 Gray and 100 Gray gave both seeded and seedless fruits depending on irradiation periods. All fruits obtained from pollinations with non-irradiated pollens were seeded. Although irradiated pollens at 200 Gray and 300 Gray were not germinated in medium, they gave fruit more or less, but fruits were seedless. The highest fruit-set rates were determined 75.0% (57SI21) in winter squash and 26.3 (55BA01) in pumpkin, pollination with 0th day old pollens. In all irradiation times, the percentage of fruit and seed-set of pumpkin was lower than that of winter squash. © 2009 Academic Journals.",Fruit and seed-set; Gamma irradiation; Pollen viability and germination ability; Pumpkin; Winter squash,Article,,Scopus,2-s2.0-74549171019
"Kobayasi K., Atsuta Y.",Sterility and poor pollination due to early flower opening induced by methyl jasmonate,2009,Plant Production Science,13,1,,29,36,,5,10.1626/pps.13.29,https://www.scopus.com/inward/record.uri?eid=2-s2.0-74849134131&doi=10.1626%2fpps.13.29&partnerID=40&md5=3a7a00d457028b4181a3ffb9d4dcf2e9,"Faculty of Life and Environmental Science, Shimane University, 1060 Nishi-Kawatsu-Cho, Matsue 690-8504, Japan","Kobayasi, K., Faculty of Life and Environmental Science, Shimane University, 1060 Nishi-Kawatsu-Cho, Matsue 690-8504, Japan; Atsuta, Y., Faculty of Life and Environmental Science, Shimane University, 1060 Nishi-Kawatsu-Cho, Matsue 690-8504, Japan","Flower opening in the early morning helps avoid sterility induced by heat stress at anthesis in rice (Oryza sativa L.). A pot experiment was conducted to reveal the effects of methyl jasmonate (MeJA) on flower opening time (FOT), sterility, pollination, and anther dehiscence. Four mmol L-1 MeJA solution (3 mL per panicle) and water, as a control, was applied to the panicles of the japonica type rice cultivar 'Hinohikari' at 0900, 1000, or 1100. By photographing flowers at 4-min intervals, we determined the FOT. Flower sterility, pollination, and anther dehiscence were also examined. Application of MeJA solution at 0900 advanced FOT about 2 hr compared with that without application, and 1.5 hr compared with that after application of water. MeJA application at 1000 also advanced FOT, but that at 1100 did not. Application of MeJA solution significantly increased the numbers of flowers opening on the day of treatment and decreased that on the day after treatment. Application of MeJA solution at 0900 significantly increased flower sterility compared with that without treatment. More than 40% of the flowers that were treated with MeJA and opened on the day of treatment were those expected to open on the next day. These results suggest that sterility induced by application of MeJA is caused by the early opening of flowers expected to open the day after treatment.",Anther dehiscence; Flower opening in early morning; Flower opening time; Heat-induced sterility; Methyl jasmonate; Oryza sativa; Pollination; Sterility,Article,,Scopus,2-s2.0-74849134131
"Tangmitcharoen S., Tasen W., Owens J.N., Bhodthipuks J.",Fruit set as affected by pollinators of teak (Tectona grandis L. f.) at two tree spacings in a seed orchard,2009,Songklanakarin Journal of Science and Technology,31,3,,255,259,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-71549134927&partnerID=40&md5=9da70795107f70649d1930928f118b0a,"Forest Research and Development Bureau, Royal Forest Department, Chatuchak, Bangkok, 10900, Thailand; Faculty of Forestry, Kasetsart University, Chatuchak, Bangkok, 10900, Thailand; Centre for Forest Biology, University of Victoria, Victoria, B.C V8W 3N5, Canada; Timber West 1450 Mt. Newton Cross Roads, Saanichton, B.C. V0S 1M0, Canada","Tangmitcharoen, S., Forest Research and Development Bureau, Royal Forest Department, Chatuchak, Bangkok, 10900, Thailand; Tasen, W., Faculty of Forestry, Kasetsart University, Chatuchak, Bangkok, 10900, Thailand; Owens, J.N., Centre for Forest Biology, University of Victoria, Victoria, B.C V8W 3N5, Canada, Timber West 1450 Mt. Newton Cross Roads, Saanichton, B.C. V0S 1M0, Canada; Bhodthipuks, J., Forest Research and Development Bureau, Royal Forest Department, Chatuchak, Bangkok, 10900, Thailand","Fruit set was determined at 2, 3 and 4 wks after pollination (WAP) in a teak seed orchard having 12x12 and 6x6 m spacings. Generally, the percentages of fruit set at 2 WAP were much higher than at 3 and 4 WAP. Repeated measures analysis indicated there was a significant difference in percent fruit set among different WAP for both spacings. Trigona collina (stingless bee) commonly visited teak flowers, whereas Ceratina sp. (small carpenter bee) had fewer visits. At 4 WAP, the percentage of fruit set at both spacings for T. collina pollinated flowers was the highest, followed in decreasing order by open-pollinated, cross-pollinated, Ceratina-pollinated, and self-pollinated flowers. There was no significant difference in the percent fruit set between the two spacings and among trees for all pollination treatments. A significant difference was detected only for the percentge of fruit set among pollination treatments. Percent fruit set for selfand Ceratina sp. pollinations differed significantly from cross-, open-, and T. collina-pollinations. Only 3% of self-pollinated and 5% of Ceratina-pollinated flowers set fruit, whereas 9% of cross-pollinated flowers, 8% of open-pollinated flowers, and 13% of T. collina-pollinated flowers set fruit. This result supports other studies that there is a relationship between size of pollinators and their behaviors. Our results suggested that T. collina, larger size, contribute to increased cross-pollinations resulting in higher fruit set.",Ceratina; Fruit set; Pollinator; Tectona grandis; Trigona collina,Article,,Scopus,2-s2.0-71549134927
"Schmidt-Lebuhn A.N., Tripp E.A.","Ruellia saccata, a new species of acanthaceae from Bolivia",2009,Novon,19,4,,515,519,,4,10.3417/2008021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-73649117116&doi=10.3417%2f2008021&partnerID=40&md5=197d981b54fce597e1a0fda92c7d1d27,"Institute for Systematic Botany, University of Zurich, Zollikerstrasse 107, 8051 Zurich, Switzerland; Duke University, Department of Biology, 137 Biological Sciences, Durham, NC 27708, United States","Schmidt-Lebuhn, A.N., Institute for Systematic Botany, University of Zurich, Zollikerstrasse 107, 8051 Zurich, Switzerland; Tripp, E.A., Duke University, Department of Biology, 137 Biological Sciences, Durham, NC 27708, United States","Ruellia saccata Schmidt-Lebuhn & E. Tripp, a new species of Acanthaceae from Beni, Bolivia, with a highly distinctive corolla morphology, is described as new to science. The novelty resembles and is related to R. brevifolia (Pohl) C. Ezcurra, but differs in the presence of a pronounced corolla pouch, a longer corolla with a narrower orifice, and a spreading to procumbent habit. Its differences from and similarities to other species in the genus are also discussed, and an updated key to the red-flowered Bolivian species of Ruellia L. is presented. © 2009 Missouri Botanical Garden.",Acanthaceae; Andes; Bolivia; Hummingbird pollination; IUCN Red List; Ruellia; Ruellieae; Ruellioideae; South America,Article,,Scopus,2-s2.0-73649117116
