Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
Grant V.,Floral isolation between ornithophilous and sphingophilous species of Ipomopsis and Aquilegia,1992,Proceedings of the National Academy of Sciences of the United States of America,89,24,,11828,11831,,48,10.1073/pnas.89.24.11828,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027092365&doi=10.1073%2fpnas.89.24.11828&partnerID=40&md5=1d30fc9635c29ed0285ad25bba351fad,"Department of Botany, University of Texas, Austin, TX 78713, United States","Grant, V., Department of Botany, University of Texas, Austin, TX 78713, United States","The Ipomopsis aggregata group (Polemoniaceae) and Aquilegia formosa- Aquilegia caerulea group (Ranunculaceae) in western North America contain species with ornithophilous flowers and related species with sphingophilous flowers. The ornithophilous and sphingophilous species are sympatric over large areas and remain distinct in some sites where they grow close together. Floral isolation-a combination of mechanical and ethological isolation-plays a significant role in the reproductive isolation. The primary pollinators of the ornithophilous taxa are the common western American species of hummingbirds, and the primary pollinators of the sphingophilous taxa are western hawkmoths. The ornithophilous and sphingophilous flowers are adapted to their respective primary pollinators. A corollary of these specializations is that the differences between the two types of floral mechanisms significantly reduce interspecific pollination. The floral isolation is incomplete. However, it acts not alone but in conjunction with ecological and seasonal isolation, which are also incomplete. The combination of these three incomplete external isolating mechanisms is sufficient to maintain the distinctness of the ornithophilous and sphingophilous species in some areas of sympatric coexistence.",coadaptation; hawkmoth pollination; hummingbird pollination; Ipomopsis aggregata; mechanical isolation,Article,,Scopus,2-s2.0-0027092365
"Longo L.R., Sauli M.P., Filon F.L.",Comparison between the allergenic airborne pollen in Trieste and at Lozzo di Cadore (Italy) in 1989,1992,Aerobiologia,8,3,,385,391,,5,10.1007/BF02272904,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0007898157&doi=10.1007%2fBF02272904&partnerID=40&md5=9e042ec7dbc186a28a548060dbb2bc21,"Dipartimento di Biologia, Università di Trieste, Via A. Valerio 30, Trieste, I-34100, Italy; Istituto di Medicina del Lavoro, Università di Trieste, Via Pietà 19, Trieste, I-34100, Italy","Longo, L.R., Dipartimento di Biologia, Università di Trieste, Via A. Valerio 30, Trieste, I-34100, Italy; Sauli, M.P., Dipartimento di Biologia, Università di Trieste, Via A. Valerio 30, Trieste, I-34100, Italy; Filon, F.L., Istituto di Medicina del Lavoro, Università di Trieste, Via Pietà 19, Trieste, I-34100, Italy","A comparative study was carried out between aeroallergenic pollen spectra in Trieste and at Lozzo di Cadore. The two localities were found to be different on a five-day running mean basis as to the 8 pollen taxa monitored by the National Aerobiological Monitoring Network managed by the Italian Association of Aerobiology (AIA). In the zone of Lozzo the pollination curve of the spring flowering taxa showed a lag of about one month due to the colder climate. Lozzo di Cadore showed a poor airborne pollen content, Corylus and Graminaceae being prevailing. Trieste has a higher airborne pollen diversity and longer pollination times because of its higher floristic and vegetational complexity. In Trieste the allergenic pollen spectrum showed great quantities of Ostrya, Quercus, Oleaceae, Graminaceae and of ruderal taxa, widespread over the area, due to man's influence. © 1992 Kluwer Academic Publishers.",aerobiology; allergenic pollen; Italy; Lozzo; Trieste,Article,,Scopus,2-s2.0-0007898157
"Bricchi E., Fornaciari M., Giannoni C., Greco F., Fascini D., Frenguelli G., Mincigrucci G., Romano B.",Fluctuations of grass pollen content in the atmosphere of East Perugia and meteorological correlations (year 1989),1992,Aerobiologia,8,3,,401,406,,18,10.1007/BF02272906,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000418588&doi=10.1007%2fBF02272906&partnerID=40&md5=1bac56ac665f9ef328519962dbeb497d,"Department of Plant Biology, University of Perugia, Borgo XX Giugno 74, Perugia, I-06100, Italy","Bricchi, E., Department of Plant Biology, University of Perugia, Borgo XX Giugno 74, Perugia, I-06100, Italy; Fornaciari, M., Department of Plant Biology, University of Perugia, Borgo XX Giugno 74, Perugia, I-06100, Italy; Giannoni, C., Department of Plant Biology, University of Perugia, Borgo XX Giugno 74, Perugia, I-06100, Italy; Greco, F., Department of Plant Biology, University of Perugia, Borgo XX Giugno 74, Perugia, I-06100, Italy; Fascini, D., Department of Plant Biology, University of Perugia, Borgo XX Giugno 74, Perugia, I-06100, Italy; Frenguelli, G., Department of Plant Biology, University of Perugia, Borgo XX Giugno 74, Perugia, I-06100, Italy; Mincigrucci, G., Department of Plant Biology, University of Perugia, Borgo XX Giugno 74, Perugia, I-06100, Italy; Romano, B., Department of Plant Biology, University of Perugia, Borgo XX Giugno 74, Perugia, I-06100, Italy","Gramineae pollination from a pollen monitoring station located in the eastern suburb of Perugia and meteorological correlations are reported. The data refers to the year 1989. Grass pollen peak pollination was from May to July; in this period the influence of relative humidity and of temperature on pollen concentration was very high. Phenological observations, to identify the time of maximum stamen extension in the most common genera in the area, are also reported. During the period of investigation the counts of pollen grains over four-hour periods showed a regular diurnal rhythm with peaks of concentration in the four-hour period 16.00-20.00. Aerosporological data and meteorological data related to four-hour periods were correlated following different criteria. © 1992 Kluwer Academic Publishers.",Gramineae; phenology; pollen fluctuation,Article,,Scopus,2-s2.0-0000418588
"Silvers W.S., Ledoux R.A., Dolen W.K., Morrison M.R., Nelson H.S., Weber R.W.","Aerobiology of the Colorado rockies: Pollen count comparisons between Vail and Denver, Colorado",1992,Annals of Allergy,69,5,,421,426,,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026452069&partnerID=40&md5=07e0dd26ed819b81c624b78a411ef816,"Allergy/Immunology Service, Fitzsimmons Army Medical Center, Aurora, CO 80045-5001, United States","Silvers, W.S., Allergy/Immunology Service, Fitzsimmons Army Medical Center, Aurora, CO 80045-5001, United States; Ledoux, R.A., Allergy/Immunology Service, Fitzsimmons Army Medical Center, Aurora, CO 80045-5001, United States; Dolen, W.K., Allergy/Immunology Service, Fitzsimmons Army Medical Center, Aurora, CO 80045-5001, United States; Morrison, M.R., Allergy/Immunology Service, Fitzsimmons Army Medical Center, Aurora, CO 80045-5001, United States; Nelson, H.S., Allergy/Immunology Service, Fitzsimmons Army Medical Center, Aurora, CO 80045-5001, United States; Weber, R.W., Allergy/Immunology Service, Fitzsimmons Army Medical Center, Aurora, CO 80045-5001, United States","Pollen patterns were compared between Vail, CO (8,200 feet elevation), Aspen, CO (7,900 feet) and Denver, CO (5,280 feet) from 1984 through 1988. Counts were obtained at all sites with a volumetric intermittent cycling rotating impaction sampler. Aspen and Denver were compared in 1984, and Vail and Denver from 1985 through 1988. While counts were generally lower in the mountain sites than Denver, certain pollens, especially trees, were quite high. Ragweed was essentially absent from Aspen and Vail, and chenopod- amaranth counts were very low. Cedar, pine, and aspen frequently pollinated despite active snowfall.",,Article,,Scopus,2-s2.0-0026452069
"Nilsson L.A., Rabakonandrianina E., Pettersson B.",Exact tracking of pollen transfer and mating in plants,1992,Nature,360,6405,,666,668,,65,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026727220&partnerID=40&md5=a5449e387b47643724bbf12c132865ec,"Department of Systematic Botany, Villavägen 6, S-752 36 Uppsala, Sweden; Service de Biologie Vegétale et Biochimie, Université d'Antananarivo, BP 906, Antananarivo 101, Madagascar","Nilsson, L.A., Department of Systematic Botany, Villavägen 6, S-752 36 Uppsala, Sweden; Rabakonandrianina, E., Service de Biologie Vegétale et Biochimie, Université d'Antananarivo, BP 906, Antananarivo 101, Madagascar; Pettersson, B., Department of Systematic Botany, Villavägen 6, S-752 36 Uppsala, Sweden","UNLIKE animals, where individuals engage in direct sexual encounters, higher plants interact sexually only through minute, usually animal-mediated pollen grains, a trait that has hampered understanding of processes that govern plant evolution. A new technique using micro-tags to mark individual orchid pollinia and monitoring of all stigmas for pollination made it possible to measure exactly pollen transfer and mating pattern in a plant species. We report here that in populations of a hawkmoth-pollinated orchid, Aerangis ellisii, pollen transfers were found to be infrequent, to involve single pollen parents, and to occur mostly within 5 metres. Pollinator-mediated patterns of disproportional reproductive success suggest that floral traits are being shaped by mutual sexual selection as proposed by Darwin1-3. The microtag method opens an avenue for novel exploration of plant evolution. © 1992 Nature Publishing Group.",,Article,,Scopus,2-s2.0-0026727220
"Voss R., Schumann K., Nagl W.","Phytohemagglutinin gene expression during seed development of the runner bean, Phaseolus coccineus",1992,Plant Molecular Biology,20,5,,781,790,,2,10.1007/BF00027149,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027033881&doi=10.1007%2fBF00027149&partnerID=40&md5=431110213aa7128978595bc87190792d,"Division of Cell Biology, The University, P.O.B. 3049, Kaiserslautern, W-6750, Germany","Voss, R., Division of Cell Biology, The University, P.O.B. 3049, Kaiserslautern, W-6750, Germany; Schumann, K., Division of Cell Biology, The University, P.O.B. 3049, Kaiserslautern, W-6750, Germany; Nagl, W., Division of Cell Biology, The University, P.O.B. 3049, Kaiserslautern, W-6750, Germany","The expression of phytohemagglutinin (PHA) genes was studied in various tissues during the development of the seeds of Phaseolus coccineus cv. Hammond's Dwarf Scarlet by means of northern hybridization and reverse transcription polymerase chain reaction (RT-PCR). The expression is highly development-dependent, starting in the late stage (cotyledons begin to fill the endosperm cavity, i.e. 17 to 24 days after pollination), and tissue-specific. The highest levels of PHA-mRNA are found in the cotyledons (at a very late stage), much lower levels in the embryo axis. Very low levels could be detected in earlier stages of the endosperm, the integument, the funiculus, and probably also in the embryo suspensor. Some PHA mRNA was found in the cotyledons of dry seeds, indicating the presence of undegraded transcripts in mature seeds. © 1992 Kluwer Academic Publishers.",cDNA; lectins; mRNA; northern blot; PCR; PHA; RT-PCR,Article,,Scopus,2-s2.0-0027033881
"Gao X., Francis D., Ormrod J.C., Bennett M.D.","Changes in cell number and cell division activity during endosperm development in allohexaploid wheat, triticum aestivum L.",1992,Journal of Experimental Botany,43,12,,1603,1609,,23,10.1093/jxb/43.12.1603,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000421950&doi=10.1093%2fjxb%2f43.12.1603&partnerID=40&md5=020c67e11ab1d931e106040df4c3e825,"School of Pure and Applied Biology, University of Wales College of Cardiff, PO Box 915, Cardiff CF1 3TL, United Kingdom; ICI Agrochemicais, Jealott's Hill Research Station, Bracknel, Berkshire RG12 6EY, United Kingdom; Jodrell Laboratory, Royal Botanic Gardens, Kew, Surrey TW9 3DS, United Kingdom","Gao, X., School of Pure and Applied Biology, University of Wales College of Cardiff, PO Box 915, Cardiff CF1 3TL, United Kingdom; Francis, D., School of Pure and Applied Biology, University of Wales College of Cardiff, PO Box 915, Cardiff CF1 3TL, United Kingdom; Ormrod, J.C., ICI Agrochemicais, Jealott's Hill Research Station, Bracknel, Berkshire RG12 6EY, United Kingdom; Bennett, M.D., Jodrell Laboratory, Royal Botanic Gardens, Kew, Surrey TW9 3DS, United Kingdom","Nuclear or cell number, and the mitotic index, were recorded in endosperms of Triticum aestivum cv. Mardler to test if a particular stage of endosperm development was critical in determining the final grain weight. The basal four florets of emasculated spikelets (controls), and the third and fourth florets of spikelets where the two basal ovaries were removed (ovary-removed), were sampled at various times up to 360 h after hand-pollination. The coenocytic phase in endosperms ended about 84 h after pollination regardless of both grain position and the treatment. The onset of the cellular stage was characterized by the final large fluctuations in the mitotic index reflecting the culmination of the synchronous nuclear division of the coenocytic stage. Thereafter, the mitotic index fluctuated with smaller amplitudes and, by 216 h after pollination, was < 1%. Neither floret position in the spikelet nor the treatment affected the pattern of alteration to the mitotic index. However, ovary removal from first and second florets resulted in significantly heavier grains and higher endosperm cell number in the 3rd and 4th florets compared with the controls. In all florets, mean endosperm cell number peaked at 280 h but decreased by 360 h after pollination. At this time, the mean cell numbers in endosperms of the 3rd and 4th florets of ovary-removed spikelets were significantly higher than in the corresponding endosperms in the controls. Thus, a key contributory factor in determining the final endosperm cell number may be the number of cells which are lost during the late period of the cellular stage of endosperm development. © 1992 Oxford University Press.",Endosperm cell number; Florets; Grain weight; Mitotic index; Triticum aestivum,Article,,Scopus,2-s2.0-0000421950
"Hasson O., Cohen D., Shmida A.",Providing or hiding information: On the evolution of amplifiers and attenuators of perceived quality differences,1992,Acta Biotheoretica,40,4,,269,283,,10,10.1007/BF00046327,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000804025&doi=10.1007%2fBF00046327&partnerID=40&md5=c4379eef886ee1cdeed8b6c32f6229cf,"Department of Entomology, Faculty of Agriculture, The Hebrew University of Jerusalem, P. O. Box 12, Rehovot, 76100, Israel; Department of Botany, Institute of Life Sciences, The Hebrew University of Jerusalem, Jerusalem, 91904, Israel","Hasson, O., Department of Entomology, Faculty of Agriculture, The Hebrew University of Jerusalem, P. O. Box 12, Rehovot, 76100, Israel; Cohen, D., Department of Botany, Institute of Life Sciences, The Hebrew University of Jerusalem, Jerusalem, 91904, Israel; Shmida, A., Department of Botany, Institute of Life Sciences, The Hebrew University of Jerusalem, Jerusalem, 91904, Israel","In many coevolutionary systems members of one party select members of a second party based on quality differences existing among members of the latter (e.g., predators and prey, pollinators and flowers, etc.). We examined the fate of characters that increase (amplifiers) or decrease (attenuators) the perceived amplitude of differences in the quality upon which choice of the selecting party is based. We found that the evolution of such characters depends on (i) the relationship between the cost of the character and the relative benefit it gives to the high quality individuals (if an amplifier) or low quality individuals (if an attenuator), and (ii) the frequency, among members of the selected party, of the quality sought by the selecting party. © 1992 Kluwer Academic Publishers.",amplifiers; attenuators; Communication; information,Article,,Scopus,2-s2.0-0000804025
"Page-Degivry M.-T.L., Garello G.",In Situ abscisic acid synthesis: A requirement for induction of embryo dormancy in Helianthus annuus,1992,Plant Physiology,98,4,,1386,1390,,92,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000737312&partnerID=40&md5=148326f148de602c9bf18a35770240f0,"Lab. de Physiol. Veg., Univ. de Nice-Sophia Antipolis, 06034 Nice Cedex, France","Page-Degivry, M.-T.L., Lab. de Physiol. Veg., Univ. de Nice-Sophia Antipolis, 06034 Nice Cedex, France; Garello, G., Lab. de Physiol. Veg., Univ. de Nice-Sophia Antipolis, 06034 Nice Cedex, France","When applied to young nondormant embryos of sunflower (Helianthus annus) (7-10 day[s] after pollination [DAP]), abscisic acid (ABA) inhibited germination as long as it was present. However, whatever the dose used and the duration of its application, ABA was unable to induce dormancy because after transfer of treated embryos to control (without ABA) medium, germination occurred. Thereafter, exogenous ABA became effective and allowed the dormancy to develop in 13 and 17 DAP embryos, i.e. in embryos which after isolation were still able to germinate in high percentage. After embryo dormancy was well established (21 DAP), application of fluridone allowed the germination to occur very quickly on control medium. Isolated dormant axes were also induced to germinate by an application of fluridone. Radioimmunological analysis showed that 24 hours after these treatments, endogenous ABA levels were drastically reduced in the axes. When these fluridone-treated embryos were cultured on ABA medium, germination was again inhibited as long as exogenous ABA was present but germination occurred as soon as embryos were transferred to control medium. Such behavior suggested that in situ ABA synthesis is necessary to impose and maintain the embryo dormancy.",,Article,,Scopus,2-s2.0-0000737312
"Feliziani V., Marfisi R.M.",Pollen Aerobiological Monitoring with the personal volumetric air sampler (PVAS). Correlation with a fixed Hirst type sampling station,1992,Aerobiologia,8,3,,471,477,,4,10.1007/BF02272918,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27844438597&doi=10.1007%2fBF02272918&partnerID=40&md5=8094a75d441cbb0b043e15c3606499f7,"Department of Aerobiology, Division of Medicine, Ospedale Civico Renzetti, Lanciano, Chieti, I-66034, Italy; Unit for Computer-Aided Biomedical Research, Istituto di Ricerche Farmacologiche Mario Negri, Consorzio Mario Negri Sud, Santa Maria Imbaro, Chieti, I-66030, Italy","Feliziani, V., Department of Aerobiology, Division of Medicine, Ospedale Civico Renzetti, Lanciano, Chieti, I-66034, Italy; Marfisi, R.M., Unit for Computer-Aided Biomedical Research, Istituto di Ricerche Farmacologiche Mario Negri, Consorzio Mario Negri Sud, Santa Maria Imbaro, Chieti, I-66030, Italy","Monitorings both with a fixed Hirst type volumetric sampler, placed on the balcony of the Medicine Division in Lanciano City Hospital and with a portable volumetric sampler PVAS type by Burkard, placed outside the dwelling-houses of the examined patients have been carried out simulaneously. This has given us further information about the quantity of pollen that single patients affected by pollinosis inhale. Preliminary controls on the capture efficiency of both samplers have been conducted. The results of this survey have shown that the symptom score cards of the eight patients enrolled for the study, have always been well correlated with the average daily pollen concentration of the fixed station (Pearson correlation), and the data obtained by the two samplers have pointed out remarkable differences in the pollen concentration. According to the PVAS, placed near patients, the concentrations were twofold to sixfold as compared to those of the fixed station. This was probably due to the different height of the samplers. However, owing to the short sampling time (30 min.), we aren't able to draw any conclusions. Nevertheless we do hope that more and more patients will undergo this test, so that with several daily surveys over longer periods, we will have more information on the real pollen exposure of single patients. We will verify the threshold of symptoms onset, which is only theoretical nowadays, in the monosensitized patients. Such a program will allow us to carry on useful research both in the respiratory physiopathological and in the allergological fields. © 1992 Kluwer Academic Publishers.",aerobiological monitoring; P.V.A.S.; pollination,Article,,Scopus,2-s2.0-27844438597
