Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
Labandeira C.C.,The pollination of mid Mesozoic seed plants and the early history of long-proboscid insects,2010,Annals of the Missouri Botanical Garden,97,4,,469,513,,53,10.3417/2010037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650503566&doi=10.3417%2f2010037&partnerID=40&md5=9991203fed6c3682d8f6c646d8afe0c3,"Department of Paleobiology, National Museum of Natural History, Washington, DC 20013-7012, United States; Department of Entomology, University of Maryland, College Park, MD 20742, United States","Labandeira, C.C., Department of Paleobiology, National Museum of Natural History, Washington, DC 20013-7012, United States, Department of Entomology, University of Maryland, College Park, MD 20742, United States","A defining event for Mesozoic plant-pollinator interactions is the angiosperm radiation, which extended the reach of pollinating insects during the Early Cretaceous in a brief interval of geologic time. Recent evidence indicates that events beginning in the Early Permian and increasing during the Middle Jurassic provided repeated opportunities for insect feeding on pollen, pollination drops, and reproductive tissues of extinct gymnosperm lineages. Pollination was an associated development. Studies on the detailed mouthpart structure of several fluid-feeding insect lineages indicate targeting of certain tubular features of gymnosperm ovulate organs that previously were considered anomalous and difficult to interpret. One mouthpart type, the long-proboscid condition, consists of elongate, tubular (siphonate) proboscises that accessed surface fluids powered by a cibarial pump, often assisted with a distal proboscis sponging organ. These proboscises were received in ovulate organs through often intricate cupulate integumental tubes, interovular channels, salpinx tubuli, pappus tubules, prolonged micropyles, and a catchment funnel-pipe-micropyle device. These ovulate structures also are consistent with insect access to nutritive rewards, including pollination drops, nectarial secretions, and pollen. Other evidence for pollination includes the entomophilous structure and size of pollen found on insect and plant contact surfaces and in insect guts, nutritional levels of modern pollination drop fluids similar to angiosperm nectar for supporting metabolically high activity levels of aerially active insects, and plant-host outcrossing. While the long-proboscid pollination mode of fluid feeding targeted gymnosperm hosts that deployed unisexual reproductive organs at some distance from each other, either on the same or on different plants, another mode of pollination, that of mandibulate insects, consumed typically solid tissues in compact bisexual strobili, targeting pollen and perhaps pollination drops (adults), and associated sterile tissues (larvae). These two groups of pollinator associations were irretrievably altered as angiosperms diversified during a 35-million-year interval of the Early Cretaceous, evident in three patterns. First was the demise of most pollinator associations that evolved during the preceding 65 million years; second was the lateral transfer of some of these associations onto angiosperms that continue today as relicts; and third was emergence of new pollinator associations with angiosperms. © 2010 Missouri Botanical Press.",Bennettitaleans; Caytonia; China; Cretaceous; Daohugou; Diptera; gymnosperm; Jurassic; long-proboscid insects; Mecoptera; Neuroptera; pollination drops; seed ferns; Yixian,Article,,Scopus,2-s2.0-78650503566
"Givnish T.J., Ames M., McNeal J.R., McKain M.R., Steele P.R., Depamphilis C.W., Graham S.W., Pires J.C., Stevenson D.W., Zomlefer W.B., Briggs B.G., Duvall M.R., Moore M.J., Heaney J.M., Soltis D.E., Soltis P.S., Thiele K., Leebens-Mack J.H.",Assembling the tree of the monocotyledons: Plastome sequence phylogeny and evolution of Poales,2010,Annals of the Missouri Botanical Garden,97,4,,584,616,,110,10.3417/2010023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650470488&doi=10.3417%2f2010023&partnerID=40&md5=17621a00bfeaed0347d5635aebc50989,"Department of Botany, University of Wisconsin, Madison, WI 53706, United States; Department of Plant Biology, University of Georgia, Athens, GA 30602, United States; Department of Biological Sciences, University of Missouri, Columbia, MO 65211, United States; Department of Biology, Pennsylvania State University, University Park, PA 16802, United States; Botanical Garden, Centre for Plant Research, University of British Columbia, Vancouver, BC V6T 1Z4, Canada; New York Botanical Garden, Bronx, NY 10458, United States; Botanic Gardens Trust, Sydney, NSW 2000, Australia; Department of Biological Sciences, Northern Illinois University, DeKalb, IL 60115, United States; Department of Biology, Oberlin College, Oberlin, OH 44074, United States; Department of Botany, University of Florida, Gainesville, FL 32611, United States; Florida Museum of Natural History, University of Florida, Gainesville, FL 32611, United States; Western Australian Herbarium, Perth, WA 6983, Australia","Givnish, T.J., Department of Botany, University of Wisconsin, Madison, WI 53706, United States; Ames, M., Department of Botany, University of Wisconsin, Madison, WI 53706, United States; McNeal, J.R., Department of Plant Biology, University of Georgia, Athens, GA 30602, United States; McKain, M.R., Department of Plant Biology, University of Georgia, Athens, GA 30602, United States; Steele, P.R., Department of Biological Sciences, University of Missouri, Columbia, MO 65211, United States; Depamphilis, C.W., Department of Biology, Pennsylvania State University, University Park, PA 16802, United States; Graham, S.W., Botanical Garden, Centre for Plant Research, University of British Columbia, Vancouver, BC V6T 1Z4, Canada; Pires, J.C., Department of Biological Sciences, University of Missouri, Columbia, MO 65211, United States; Stevenson, D.W., New York Botanical Garden, Bronx, NY 10458, United States; Zomlefer, W.B., Department of Plant Biology, University of Georgia, Athens, GA 30602, United States; Briggs, B.G., Botanic Gardens Trust, Sydney, NSW 2000, Australia; Duvall, M.R., Department of Biological Sciences, Northern Illinois University, DeKalb, IL 60115, United States; Moore, M.J., Department of Biology, Oberlin College, Oberlin, OH 44074, United States; Heaney, J.M., Department of Botany, University of Florida, Gainesville, FL 32611, United States; Soltis, D.E., Department of Botany, University of Florida, Gainesville, FL 32611, United States; Soltis, P.S., Florida Museum of Natural History, University of Florida, Gainesville, FL 32611, United States; Thiele, K., Western Australian Herbarium, Perth, WA 6983, Australia; Leebens-Mack, J.H., Department of Plant Biology, University of Georgia, Athens, GA 30602, United States","The order Poales comprises a substantial portion of plant life (7 of all angiosperms and 33 of monocots) and includes taxa of enormous economic and ecological significance. Molecular and morphological studies over the past two decades, however, leave uncertain many relationships within Poales and among allied commelinid orders. Here we present the results of an initial project by the Monocot AToL (Angiosperm Tree of Life) team on phylogeny and evolution in Poales, using sequence data for 81 plastid genes (exceeding 101 aligned kb) from 83 species of angiosperms. We recovered highly concordant relationships using maximum likelihood (ML) and maximum parsimony (MP), with 98.2 mean ML bootstrap support across monocots. For the first time, ML resolves ties among Poales and other commelinid orders with moderate to strong support. Analyses provide strong support for Bromeliaceae being sister to the rest of Poales; Typhaceae, Rapateaceae, and cyperids (sedges, rushes, and their allies) emerge next along the phylogenetic spine. Graminids (grasses and their allies) and restiids (Restionaceae and its allies) are well supported as sister taxa. MP identifies a xyrid clade (Eriocaulaceae, Mayacaceae, Xyridaceae) sister to cyperids, but ML (with much stronger support) places them as a grade with respect to restiids graminids. The conflict in resolution between these analyses likely reflects long-branch attraction and highly elevated substitution rates in some Poales. All other familial relationships within the order are strongly supported by both MP and ML analyses. Character-state mapping implies that ancestral Poales lived in sunny, fire-prone, at least seasonally damp/wet, and possibly nutrient-poor sites, and were animal pollinated. Five subsequent shifts to wind pollinationin Typhaceae, cyperids, restiids, Ecdeiocoleaceae, and the vast PACCMAD-BEP clade of grassesare significantly correlated with shifts to open habitats and small, inconspicuous, unisexual, and nectar-free flowers. Prime ecological movers driving the repeated evolution of wind pollination in Poales appear to include open habitats combined with the high local dominance of conspecific taxa, with the latter resulting from large-scale disturbances, combined with tall plant stature, vigorous vegetative spread, and positive ecological feedback. Reproductive assurance in the absence of reliable animal visitation probably favored wind pollination in annuals and short-statured perennials of Centrolepidaceae in ephemerally wet depressions and windswept alpine sites. © 2010 Missouri Botanical Press.",Commelinids; correlated evolution; cyperids; graminids; long-branch attraction; molecular systematics; monocots; plastid; plastome; restiids; xyrids,Article,,Scopus,2-s2.0-78650470488
"Li W., Chetelat R.T.",A pollen factor linking inter-and intraspecific pollen rejection in tomato,2010,Science,330,6012,,1827,1830,,55,10.1126/science.1197908,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650636361&doi=10.1126%2fscience.1197908&partnerID=40&md5=166756ba733c60bbeeed86b0553f6fb1,"Department of Plant Sciences, University of California, Davis, CA 95616, United States","Li, W., Department of Plant Sciences, University of California, Davis, CA 95616, United States; Chetelat, R.T., Department of Plant Sciences, University of California, Davis, CA 95616, United States","Self-incompatibility (SI)-intraspecific pollen recognition systems that allow plants to avoid inbreeding-in the Solanaceae (the nightshade family) is controlled by a polymorphic S locus where ""self"" pollen is rejected on pistils with matching S alleles. In contrast, unilateral interspecific incompatibility (UI) prevents hybridization between related species, most commonly when the pollen donor is self-compatible (SC) and the recipient is SI. We observed that in Solanum, a pollen-expressed Cullin1 gene with high similarity to Petunia SI factors interacts genetically with a gene at or near the S locus to control UI. Cultivated tomato and related red-or orange-fruited species (all SC) exhibit the same loss-of-function mutation in this gene, whereas the green-fruited species (mostly SI) contain a functional allele; hence, similar biochemical mechanisms underlie the rejection of both ""self"" and interspecific pollen.",,Article,,Scopus,2-s2.0-78650636361
"Zachariades C., Schatz B., Compton S.G.",Wasp emergence from the figs of Ficus sur: Characteristics and predation by ants,2010,Tropical Zoology,23,2,,121,138,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650346443&partnerID=40&md5=93cc58e9d2e68242abe5e5d6f2787cef,"Department of Zoology and Entomology, Rhodes University, 6140 Grahamstown, South Africa; Centre d'Ecologie Fonctionnelle et Evolutive (CEFE), UMR 5175 CNRS, 1919 route de Mende, 34293 Montpellier, France; Faculty of Biological Sciences, University of Leeds, Leeds LS2 9JT, United Kingdom","Zachariades, C., Department of Zoology and Entomology, Rhodes University, 6140 Grahamstown, South Africa; Schatz, B., Centre d'Ecologie Fonctionnelle et Evolutive (CEFE), UMR 5175 CNRS, 1919 route de Mende, 34293 Montpellier, France; Compton, S.G., Department of Zoology and Entomology, Rhodes University, 6140 Grahamstown, South Africa, Faculty of Biological Sciences, University of Leeds, Leeds LS2 9JT, United Kingdom","In contrast to the well-documented biology of fig wasps when they are within their figs, little is known about the behaviour of fig wasps once they are outside. After mating is completed, exit of adult female fig wasps from their natal figs is usually aided by the flightless males that chew a communal exit hole through the fig wall. We recognised three sub-phases in the exit of the pollinating fig wasp Ceratosolen capensis Grandi 1955 from the figs of Ficus sur, a species where male wasps do not re-enter figs after they have exited. The presence of ants was correlated with fig wasp exit dynamics, and as males generally exited first, they were 10 times more likely to be captured by the predatory ants that are routinely waiting on the fig surface. The males also occupied more ants, for a longer duration, than female fig wasps. As a result, predation on males seemed to reduce predation on the females. This would be advantageous for males since females are often siblings and/or could have previously mated with the males. Once ant numbers on a fig increase beyond 15, however, the proportion of females captured seemed to climb steeply, indicating a possible breakdown of protection by males at high ant densities. We conclude by examining the role of ants in the evolutionary dynamics of figs and fig wasps, and argue that the plant-pollinator mutualism needs to be considered within the broader context of the complex interactions taking place on the plants.",Ant predation; Ficus; Fig wasps; Life history; Mutualism; Protection,Article,,Scopus,2-s2.0-78650346443
"Zhu X.-F., Wan J.-P., Li Q.-J.",Nectar robbers pollinate flowers with sexual organs hidden within corollas in distylous Primula secundiflora (Primulaceae),2010,Biology Letters,6,6,,785,787,,13,10.1098/rsbl.2010.0345,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649808093&doi=10.1098%2frsbl.2010.0345&partnerID=40&md5=dc01fb6a376e666ea94fff2c4a419023,"Key Laboratory of Tropical Forest Ecology, Xishuangbanna Tropical Botanical Garden, Chinese Academy of Sciences, Yunnan 666303, China","Zhu, X.-F., Key Laboratory of Tropical Forest Ecology, Xishuangbanna Tropical Botanical Garden, Chinese Academy of Sciences, Yunnan 666303, China; Wan, J.-P., Key Laboratory of Tropical Forest Ecology, Xishuangbanna Tropical Botanical Garden, Chinese Academy of Sciences, Yunnan 666303, China; Li, Q.-J., Key Laboratory of Tropical Forest Ecology, Xishuangbanna Tropical Botanical Garden, Chinese Academy of Sciences, Yunnan 666303, China","Nectar robbers are thought rarely to pollinate flowers, especially those with sexual organs hidden within corollas. In this study, we examined whether robbers pollinate flowers of distylous Primula secundiflora. Distylous plants have two floral morphs. Pin flowers have long styles and short stamens, and thrum flowers have short styles and long stamens. Flowers of P. secundiflora were commonly robbed by bumblebees, and robbing holes were always situated between high and low sexual organs for both floral morphs. We observed that pollen grains of pin flowers were removed while thrum flowers eceived fresh pollen grains immediately after lowers were robbed. We manipulated flowers so that only nectar robbers could visit them. This resulted in 98 per cent of thrum flowers and 6 per cent of pin flowers setting fruit, and seed number per thrum fruit was also significantly higher than per pin fruit. Our findings suggest that nectar robbers transfer pollen from pin flowers to thrum flowers effectively, and consequently increase male fitness of the pin morph and female fitness of the thrum morph. Such asymmetrical pollen flow caused by nectar robbers may act as an important selective agent in floral fitness and evolution of distyly. © 2010 The Royal Society.",Distyly; Nectar robbing; Reciprocity; Robber-like pollinator,Article,,Scopus,2-s2.0-78649808093
"Compton S.G., Ball A.D., Collinson M.E., Hayes P., Rasnitsyn A.P., Ross A.J.",Ancient fig wasps indicate at least 34 Myr of stasis in their mutualism with fig trees,2010,Biology Letters,6,6,,838,842,,34,10.1098/rsbl.2010.0389,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649872684&doi=10.1098%2frsbl.2010.0389&partnerID=40&md5=ea00467b48005782b9339f040ab3af2b,"Faculty of Biological Sciences, University of Leeds, Woodhouse Lane, Leeds LS2 9JT, United Kingdom; Electron Microscope Unit, London SW7 5BD, United Kingdom; Department of Earth Sciences, Royal Holloway University of London, Egham, Surrey TW20 0EX, United Kingdom; Department of Palaeontology, Natural History Museum, Cromwell Road, London SW7 5BD, United Kingdom; Arthropod Laboratory, Paleontological Institute, Russian Academy of Sciences, 123 Profsoyuznaya Str, Moscow 117997, Russian Federation; Department of Natural Sciences, National Museums Scotland, Chambers Street, Edinburgh EH1 1JF, United Kingdom","Compton, S.G., Faculty of Biological Sciences, University of Leeds, Woodhouse Lane, Leeds LS2 9JT, United Kingdom; Ball, A.D., Electron Microscope Unit, London SW7 5BD, United Kingdom; Collinson, M.E., Department of Earth Sciences, Royal Holloway University of London, Egham, Surrey TW20 0EX, United Kingdom; Hayes, P., Department of Palaeontology, Natural History Museum, Cromwell Road, London SW7 5BD, United Kingdom; Rasnitsyn, A.P., Arthropod Laboratory, Paleontological Institute, Russian Academy of Sciences, 123 Profsoyuznaya Str, Moscow 117997, Russian Federation; Ross, A.J., Department of Palaeontology, Natural History Museum, Cromwell Road, London SW7 5BD, United Kingdom, Department of Natural Sciences, National Museums Scotland, Chambers Street, Edinburgh EH1 1JF, United Kingdom","Fig wasps and fig trees are mutually dependent, with each of the 800 or so species of fig trees (Ficus, Moraceae) typically pollinated by a single species of fig wasp (Hymenoptera: Agaonidae). Molecular evidence suggests that the relationship existed over 65 Ma, during the Cretaceous. Here, we record the discovery of the oldest known fossil fig wasps, from England, dated at 34 Ma. They possess pollen pockets that contain fossil Ficus pollen. The length of their ovipositors indicates that their host trees had a dioecious breeding system. Confocal microscopy and scanning electron microscopy reveal that the fossil female fig wasps, and more recent species from Miocene Dominican amber, display the same suite of anatomical characters associated with fig entry and pollen-carrying as modern species. The pollen is also typical of modern Ficus. No innovations in the relationship are discernible for the last tens of millions of years. © 2010 The Royal Society.",Agaonidae; Amber; Coevolution; Ficus; Mutualism; Pollination,Article,,Scopus,2-s2.0-78649872684
"Wang Y.-J., Nair R.M., Mu C.-S., Dundas I.S.",Floral morphology and pollination system in the native Australian perennial pasture legume Cullen australasicum (syn. Psoralea australasica),2010,Crop and Pasture Science,61,12,,1001,1008,,2,10.1071/CP10193,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650081360&doi=10.1071%2fCP10193&partnerID=40&md5=2894112e339df94ccca08106792c5eec,"Institute of Grassland Science, Northeast Normal University, Ministry of Education, Changchun, Jilin Province 130024, China; South Australian Research and Development Institute, GPO Box 397, Adelaide, SA 5001, Australia; Future Farm Industries Cooperative Research Centre, University of Western Australia, 35 Stirling Highway, Crawley, WA 6009, Australia; School of Agriculture and Wine, University of Adelaide, Waite Campus, PMB 1, Glen Osmond, SA 5064, Australia","Wang, Y.-J., Institute of Grassland Science, Northeast Normal University, Ministry of Education, Changchun, Jilin Province 130024, China; Nair, R.M., South Australian Research and Development Institute, GPO Box 397, Adelaide, SA 5001, Australia, Future Farm Industries Cooperative Research Centre, University of Western Australia, 35 Stirling Highway, Crawley, WA 6009, Australia; Mu, C.-S., Institute of Grassland Science, Northeast Normal University, Ministry of Education, Changchun, Jilin Province 130024, China; Dundas, I.S., School of Agriculture and Wine, University of Adelaide, Waite Campus, PMB 1, Glen Osmond, SA 5064, Australia","Cullen australasicum (syn. Psoralea australasica) is a native perennial legume with potential in the low-rainfall wheatbelt of southern Australia. The objective of this study was to investigate the reproductive biology of C. australasicum utilising five accessions. Glasshouse and field pollination experiments were conducted in Adelaide, South Australia. Floral morphology, stigma receptivity and pollen:ovule ratios were determined. Pollen tube growth and stigma morphology were examined using fluorescence and scanning electron microscopes. Glasshouse pollination studies indicated that four of the accessions showed the need for an external tripping agent to bring about pollination and that hand-tripping was the most efficient method. A scanning electron microscopy study revealed there are two types of stigmas in this species. Stigma receptivity was significantly lower at the early bud stage before anther dehiscence. The results show that C. australasicum is a self-compatible species comprising accessions with a wide range of outcrossing potential. © 2010 CSIRO.",pollen tube growth; stigmatic surface cuticle.,Article,,Scopus,2-s2.0-78650081360
"Van Tussenbroek B.I., Montero M.M., Wong R., Santos M.G.B., Guzmán J.M.",Pollen limitation in a dioecious seagrass: Evidence from a field experiment,2010,Marine Ecology Progress Series,419,,,283,288,,10,10.3354/meps08870,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650091089&doi=10.3354%2fmeps08870&partnerID=40&md5=52e7d94a8d6187457e8bf11ef6cd9637,"Unidad Académica Sistemas Arrecifales/ Puerto Morelos, Instituto de Ciencias del Mar y Limnología, Universidad Nacional Autónoma de México, Apdo. Postal 1152, Cancún, 77500 Quintana Roo, Mexico; Facultad de Ciencias, Universidad Nacional Autónoma de México, Laboratorio del Desarrollo en Plantas, Del. Coyoacán, México, DF 04510, Mexico","Van Tussenbroek, B.I., Unidad Académica Sistemas Arrecifales/ Puerto Morelos, Instituto de Ciencias del Mar y Limnología, Universidad Nacional Autónoma de México, Apdo. Postal 1152, Cancún, 77500 Quintana Roo, Mexico; Montero, M.M., Unidad Académica Sistemas Arrecifales/ Puerto Morelos, Instituto de Ciencias del Mar y Limnología, Universidad Nacional Autónoma de México, Apdo. Postal 1152, Cancún, 77500 Quintana Roo, Mexico; Wong, R., Facultad de Ciencias, Universidad Nacional Autónoma de México, Laboratorio del Desarrollo en Plantas, Del. Coyoacán, México, DF 04510, Mexico; Santos, M.G.B., Unidad Académica Sistemas Arrecifales/ Puerto Morelos, Instituto de Ciencias del Mar y Limnología, Universidad Nacional Autónoma de México, Apdo. Postal 1152, Cancún, 77500 Quintana Roo, Mexico; Guzmán, J.M., Facultad de Ciencias, Universidad Nacional Autónoma de México, Laboratorio del Desarrollo en Plantas, Del. Coyoacán, México, DF 04510, Mexico","Pollen limitation is relatively common in plants pollinated by animals, but whether pollen availability may limit the reproduction of water-pollinated plants is much less known. We investigated pollen production and possible limitation of pollen availability in the hydrophilous dioecious seagrass Thalassia testudinum in an area where flowering was abundant (20 to 33% of the shoots produced flowers annually). Fruit production decreased from 86 to 60% after experimental removal of half of the male flowers (estimated pollen:ovule ratio of 6.7 × 104:1) during April 2008. In late April to May 2009, when male flowers were less abundant than in the previous year (at a pollen:ovule ratio of 3.7 × 104:1), artificial pollination resulted in an increase in fruit production from 65% in control flowers to 91% in the treated flowers in the same plot. This study is the first experimental evidence of pollen limitation in a dioecious plant with hydrophilous pollination. © Inter-Research 2010.",Fruit-set; Hydrophilous pollination; Seagrass; Seed-set; Thalassia,Article,,Scopus,2-s2.0-78650091089
"Sestras R., Pamfil D., Ardelean M., Roman G., Sestras A., H?r?an E.",Underlining rose varieties potential as genitors through the study of hybrid combinations,2010,Acta Horticulturae,885,,,337,342,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053198457&partnerID=40&md5=564073ab32eca1bf49ffac6d50636114,"University of Agricultural Sciences and Veterinary Medicine, Cluj-Napoca, Romania; Fruit Research Station, Cluj-Napoca, Romania","Sestras, R., University of Agricultural Sciences and Veterinary Medicine, Cluj-Napoca, Romania; Pamfil, D., University of Agricultural Sciences and Veterinary Medicine, Cluj-Napoca, Romania; Ardelean, M., University of Agricultural Sciences and Veterinary Medicine, Cluj-Napoca, Romania; Roman, G., Fruit Research Station, Cluj-Napoca, Romania; Sestras, A., Fruit Research Station, Cluj-Napoca, Romania; H?r?an, E., Fruit Research Station, Cluj-Napoca, Romania","Despite the impressive number of rose cultivars and hybrids currently available in the market place, there is an unlimited desire to continue breeding to increase their range or assortment. The principal method to create new rose cultivars is through hybridization. Unfortunately, not all genotypes make suitable genitors because some are sterile, intersterile or incompatible. Furthermore, seed germination rates are either poor or produce descendents with limited value. In this research, two groups of hybrid combinations were studied to establish the suitability of several rose cultivars as genitors. Group one contained 13 combinations selected from 21 different Polyantha cultivars whilst in group two, 18 hybrid combinations were made from Hybrid Tea and Floribunda cultivars selected from 36 different lines. Following crossing of the Polyantha genotypes, 'Bella Rosa' × 'Golden Fiesta' and 'Bella Rosa' × 'Lichtkönigin Lucia' no seeds or fruits resulted. In the other combinations, the number of seeds produced per pollinated flower ranged from a mean of 0.1 for 'Heidekind' × 'Golden Fiesta' to 9.9 for 'Nobilia' × 'Super Excelsa'. The number of seeds per fruit ranged between 2.0 to 10.7 ('Simina' × 'Nostalgica'). The mean seed germination rate in nine combinations was 66.8%. It was found that from a population of 1441 seedlings; seven elites were selected from which just two have the potential to become new cultivars. When different combinations with Hybrid Tea and Floribunda cultivars were used as genitors, the number of seeds obtained per pollinated flower ranged from 1.7 for the 'Romstar' × 'Chrisler Imperial' to 23.0 for the 'Carina' × 'Golden Fiesta' crosses respectively. Mean seed germination arising from 12 combinations was 55.1% and from 510 seedlings (0.4%) two have the potential to be released as new varieties. Among the Polyantha roses, good genitors seem to be the cultivars 'Simina', 'Nostalgica', 'Nobilia', 'Super Excelsa', 'Bonica', 'Lavender Dream', and from Hybrid Tea and Floribunda progenies 'Montana', 'Rosagold', 'Dalli-Dalli', 'Las Vegas', 'Monica', 'Alec's Red', 'Friesia', 'Landora', 'Splendid', 'Akito' had valuable characteristics when used as genitors.",Breeding; Germination; Hybridization; Rose; Seeds; Selection,Article,,Scopus,2-s2.0-80053198457
"Wang J., Kang M., Gao P., Huang H.",Contemporary pollen flow and mating patterns of a subtropical canopy tree Eurycorymbus cavaleriei in a fragmented agricultural landscape,2010,Forest Ecology and Management,260,12,,2180,2188,,14,10.1016/j.foreco.2010.09.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049277113&doi=10.1016%2fj.foreco.2010.09.016&partnerID=40&md5=7698ab168dbfb3564c03e6ca8188907c,"Key Laboratory of Plant Resources Conservation and Sustainable Utilization, South China Botanical Garden, Chinese Academy of Sciences, Guangdong 510650, China; Wuhan Botanical Garden, Chinese Academy of Sciences, Wuhan, Hubei 430074, China; Lushan Botanical Garden, Jiangxi Province, The Chinese Academy of Sciences, Lushan 332900, China","Wang, J., Key Laboratory of Plant Resources Conservation and Sustainable Utilization, South China Botanical Garden, Chinese Academy of Sciences, Guangdong 510650, China, Wuhan Botanical Garden, Chinese Academy of Sciences, Wuhan, Hubei 430074, China; Kang, M., Key Laboratory of Plant Resources Conservation and Sustainable Utilization, South China Botanical Garden, Chinese Academy of Sciences, Guangdong 510650, China; Gao, P., Wuhan Botanical Garden, Chinese Academy of Sciences, Wuhan, Hubei 430074, China, Lushan Botanical Garden, Jiangxi Province, The Chinese Academy of Sciences, Lushan 332900, China; Huang, H., Key Laboratory of Plant Resources Conservation and Sustainable Utilization, South China Botanical Garden, Chinese Academy of Sciences, Guangdong 510650, China","China's subtropical forests have experienced severe deforestation and most native forests have been fragmented into an archipelago-like landscape. The genetic effect of habitat fragmentation depends largely on the level of gene flow within and among population fragments. In the present study, Eurycorymbus cavaleriei, a canopy tree found throughout subtropical China, was selected as a representative insect-pollinated plant species to assess genetic consequence of forest fragmentation. Contemporary pollen dispersal and mating patterns were estimated in two physically isolated stands of E. cavaleriei within fragmented forests using six highly polymorphic microsatellite loci. We found high genetic diversity (HE=0.670-0.754) in both adults and offspring in the fragmented agricultural landscape, suggesting that habitat fragmentation did not necessarily erode genetic diversity of E. cavaleriei. Although substantial pollen travelled less than 100m, paternity analysis revealed that a large amount of long-distance pollination events occurred, with the average pollen dispersal distance being 1107m and 325m for the two stands, respectively. Extensive pollen immigration (39.3-42.6%) indicated that there was effective genetic connectivity among E. cavaleriei stands in the fragmented forests. twogener analysis revealed that the exponential power model was the best-fitting dispersal curve with a fat-tailed (b&lt;1) dispersal feature. The results from a multilocus mating system analysis suggested that a small amount of biparental inbreeding and some correlated mating events occurred in the fragmented forests, which were similar to our parallel findings in the continuous forests of E. cavaleriei. Estimates of pollen pool structure (?FT=0.128-0.174) indicated large genetic differences between pollen clouds accepted by maternal trees. The number of effective pollen donors (Nep) in E. cavaleriei, estimated using both mltr (Nep=4.2-5.3) and twogener (Nep=2.9-3.9) models, was equivalent to the number of effective pollen donors detected in continuous forests of E. cavaleriei. The pollen dispersal and mating patterns detected here indicated that habitat fragmentation did not have a negative impact on pollen movement in E. cavaleriei, possibly due to its generalist pollination system and the resilient foraging behavior of its pollinators in response to changes in landscape structure. The long distances of pollen-mediated gene flow between patches highlight the conservation value of remnant forest fragments in maintaining genetic connectivity at the landscape scale in subtropical China. © 2010 Elsevier B.V.",Eurycorymbus cavaleriei; Habitat fragmentation; Mating patterns; Paternity analysis; Pollen dispersal; Twogener,Article,,Scopus,2-s2.0-78049277113
